# Dataset: TUM
# Sequence: fr1desk
# Camera translation noise std: 0.07 m
# Camera rotation noise std: 0 m
# Landmark location noise std: 0.0 m

63 2913 13514
517.306408 516.469215 318.64304 255.313989
0 1     3.410000e+02 3.260000e+02
12 40     3.649536e+02 2.985985e+02
12 41     3.632948e+02 2.985985e+02
12 42     5.080000e+02 2.490000e+02
12 43     1.503360e+02 2.090880e+02
12 44     5.800000e+02 8.500000e+01
12 45     1.146618e+02 1.970750e+02
12 46     5.822670e+02 8.211457e+01
12 47     5.673371e+02 1.403413e+02
12 48     3.340000e+02 1.730000e+02
12 49     3.686400e+02 1.598400e+02
12 50     3.696000e+02 1.596000e+02
12 51     3.680640e+02 1.607040e+02
12 52     3.815424e+02 1.306368e+02
12 53     2.436564e+02 2.938209e+02
12 54     4.901991e+02 3.135284e+02
12 55     4.910400e+02 3.124800e+02
12 57     4.521600e+02 2.030400e+02
12 58     3.660000e+02 3.012000e+02
12 59     2.880000e+02 2.908800e+02
12 64     4.043521e+02 3.773953e+02
12 65     5.304000e+02 3.576000e+02
12 67     4.013163e+02 3.762341e+02
12 77     3.290000e+02 4.600000e+02
12 223     5.364000e+02 1.356000e+02
12 224     5.350000e+02 1.350000e+02
12 225     5.673600e+02 1.411200e+02
12 233     6.091200e+02 1.555200e+02
12 234     6.096000e+02 1.560000e+02
12 246     4.300000e+02 2.360000e+02
12 248     4.478977e+02 2.030470e+02
12 302     5.700000e+02 1.460000e+02
12 308     3.670273e+02 4.230145e+02
12 309     3.528000e+02 4.233600e+02
12 449     5.976000e+02 9.840000e+01
12 573     4.284000e+02 3.240000e+02
12 574     4.568557e+02 3.433882e+02
12 575     5.652000e+02 2.964000e+02
12 625     4.200000e+02 2.710000e+02
12 655     5.155200e+02 2.390400e+02
12 663     5.500000e+02 1.980000e+02
12 666     4.536000e+02 2.390400e+02
12 672     2.937600e+02 2.664000e+02
12 680     1.399680e+02 1.658880e+02
12 682     6.900000e+01 1.480000e+02
12 684     1.762560e+02 1.430784e+02
12 685     4.332000e+02 2.904000e+02
12 686     4.299818e+02 2.926265e+02
12 693     4.291200e+02 3.240000e+02
12 695     5.771520e+02 2.574720e+02
12 697     3.151873e+02 3.773953e+02
12 698     3.576960e+02 3.715201e+02
12 699     4.930000e+02 3.120000e+02
12 700     3.628801e+02 3.649536e+02
12 702     2.488320e+02 4.126465e+02
12 703     2.488320e+02 4.130612e+02
12 707     4.877108e+02 2.538087e+02
12 738     1.752000e+02 1.428000e+02
12 775     3.528000e+02 4.236000e+02
12 787     9.000000e+01 2.830000e+02
12 792     3.566592e+02 3.711744e+02
12 810     3.660000e+02 3.020000e+02
12 831     5.560000e+02 3.250000e+02
12 832     5.652000e+02 1.800000e+02
12 833     3.335040e+02 1.728000e+02
12 844     3.398400e+02 1.540800e+02
12 848     5.698254e+02 1.443226e+02
12 854     5.613651e+02 2.956125e+02
12 856     3.276288e+02 2.405376e+02
12 857     3.010000e+02 3.500000e+02
12 858     3.433882e+02 2.612737e+02
12 859     1.760000e+02 3.260000e+02
12 860     1.764000e+02 3.252000e+02
12 861     1.590000e+02 3.220000e+02
12 863     1.899086e+02 3.045704e+02
12 865     3.628801e+02 3.939841e+02
12 866     4.060000e+02 3.800000e+02
12 867     3.220000e+02 2.800000e+02
12 868     2.004000e+02 3.012000e+02
12 869     2.010000e+02 3.000000e+02
12 870     3.248640e+02 2.851200e+02
12 871     3.255552e+02 2.840833e+02
12 872     2.890000e+02 2.920000e+02
12 873     2.940000e+02 2.660000e+02
12 874     1.644000e+02 2.748000e+02
12 876     2.563200e+02 2.088000e+02
12 877     2.964000e+02 2.076000e+02
12 878     1.403413e+02 2.538087e+02
12 880     7.800000e+01 2.328000e+02
12 884     7.948801e+01 2.211840e+02
12 890     1.094861e+02 2.015540e+02
12 894     2.150000e+02 1.640000e+02
12 899     9.256552e+01 1.702011e+02
12 900     2.840000e+02 1.150000e+02
12 904     6.480000e+01 1.560000e+02
12 906     6.566401e+01 1.555200e+02
12 910     3.583181e+02 8.062158e+01
12 911     1.260000e+02 1.404000e+02
12 912     1.756800e+02 1.425600e+02
12 914     1.814400e+02 3.571200e+02
12 915     3.571200e+02 3.700800e+02
12 916     3.580000e+02 3.690000e+02
12 919     2.966400e+02 2.073600e+02
12 923     3.284583e+02 2.179769e+02
12 924     4.190400e+02 2.707200e+02
12 926     4.290000e+02 3.240000e+02
12 929     3.027456e+02 3.193344e+02
12 931     2.995200e+02 3.240000e+02
12 941     2.937600e+02 2.782080e+02
12 942     1.575936e+02 3.172608e+02
12 944     1.911030e+02 3.045704e+02
12 948     7.680000e+01 2.544000e+02
12 958     2.911335e+02 1.045095e+02
12 959     2.896405e+02 1.045095e+02
12 961     2.339021e+02 1.244160e+02
12 966     2.299208e+02 1.074954e+02
12 967     2.280960e+02 2.747520e+02
12 968     2.275200e+02 2.736000e+02
12 969     3.260695e+02 2.830713e+02
12 970     2.923777e+02 2.654208e+02
12 971     1.640000e+02 2.740000e+02
12 973     5.577985e+02 4.333824e+02
12 974     3.570000e+02 4.290000e+02
12 1012     4.454093e+02 2.363904e+02
12 1018     3.214081e+02 3.255552e+02
12 1023     3.156000e+02 2.520000e+02
12 1040     2.836800e+02 1.670400e+02
12 1045     2.030000e+02 1.580000e+02
12 1048     1.512000e+02 2.088000e+02
12 1050     2.160000e+02 2.232000e+02
12 1051     2.160000e+02 2.232000e+02
12 1052     1.728000e+02 2.203200e+02
12 1053     1.728000e+02 2.194560e+02
12 1054     2.060000e+02 1.970000e+02
12 1055     2.056320e+02 1.952640e+02
12 1056     2.052000e+02 1.968000e+02
12 1057     1.721088e+02 2.177280e+02
12 1058     2.218752e+02 1.886976e+02
12 1059     3.504000e+02 1.932000e+02
12 1061     3.359232e+02 1.741824e+02
12 1062     2.015540e+02 1.741824e+02
12 1064     2.073600e+02 1.658880e+02
12 1065     2.115072e+02 1.617408e+02
12 1066     4.176000e+02 1.411200e+02
12 1067     2.329068e+02 1.540768e+02
12 1068     2.894400e+02 1.238400e+02
12 1070     2.363904e+02 1.517875e+02
12 1071     2.404800e+02 1.512000e+02
12 1072     2.420000e+02 1.480000e+02
12 1073     3.583181e+02 7.962625e+01
12 1074     3.583182e+02 7.882999e+01
12 1075     5.232000e+02 2.592000e+02
12 1076     2.989440e+02 2.332800e+02
12 1077     3.010868e+02 2.339021e+02
12 1078     2.988000e+02 2.328000e+02
12 1079     8.709121e+01 2.911335e+02
12 1080     3.060000e+02 2.180000e+02
12 1081     3.296527e+02 2.185741e+02
12 1082     2.510000e+02 1.970000e+02
12 1123     2.329068e+02 1.224254e+02
12 1125     2.090880e+02 1.054080e+02
12 1297     1.520000e+02 2.080000e+02
12 1363     1.791591e+02 1.433273e+02
12 2581     3.045704e+02 3.224864e+02
12 2585     2.960000e+02 1.300000e+02
12 2601     2.840833e+02 1.658880e+02
12 2726     3.009872e+02 3.941500e+02
12 2734     1.814400e+02 3.576960e+02
12 2743     3.340800e+02 1.728000e+02
12 2752     2.880000e+02 2.916000e+02
12 2753     4.550400e+02 3.542400e+02
12 2756     3.585600e+02 7.632000e+01
12 2757     5.616000e+01 1.886400e+02
12 2766     5.308417e+02 3.566592e+02
12 2776     5.246209e+02 2.571264e+02
12 2784     7.464961e+01 2.508227e+02
12 2786     3.196800e+02 3.214080e+02
12 2789     5.160000e+02 2.400000e+02
12 2793     4.031079e+02 3.782247e+02
12 2795     4.940000e+02 4.510000e+02
12 2797     2.985985e+02 3.941500e+02
12 2798     4.608000e+02 3.432000e+02
12 2804     5.486400e+02 3.830400e+02
12 2806     2.550000e+02 4.380000e+02
12 2807     3.006720e+02 4.375297e+02
12 2811     3.628800e+02 3.945600e+02
12 2812     3.144960e+02 3.784320e+02
12 2813     3.924000e+02 3.492000e+02
12 2814     3.707597e+02 3.533415e+02
12 2816     3.196800e+02 3.211200e+02
12 2818     2.944512e+02 2.778624e+02
12 2822     6.140000e+02 1.300000e+02
12 2828     2.476800e+02 9.936000e+01
12 2897     3.390000e+02 4.700000e+01
12 2898     1.353600e+02 1.382400e+02
12 2899     2.136000e+02 1.008000e+02
12 2900     3.400704e+02 4.561921e+01
12 2912     5.230000e+02 3.660000e+02
13 20     2.920320e+02 4.043521e+02
13 21     2.989440e+02 2.868480e+02
13 25     5.101057e+02 1.907712e+02
13 27     1.468109e+02 4.055962e+02
13 28     1.463132e+02 4.060939e+02
13 30     5.630400e+02 4.161600e+02
13 31     5.673370e+02 4.105728e+02
13 33     4.188672e+02 3.214081e+02
13 34     4.302720e+02 4.337280e+02
13 35     3.726509e+02 2.794882e+02
13 39     3.036000e+02 3.708000e+02
13 40     3.433882e+02 3.359232e+02
13 41     3.404023e+02 3.332359e+02
13 43     7.920001e+01 2.712000e+02
13 44     4.907520e+02 9.331201e+01
13 46     4.926874e+02 8.957954e+01
13 49     3.081600e+02 1.872000e+02
13 50     3.075840e+02 1.883520e+02
13 51     3.068929e+02 1.866240e+02
13 52     3.089664e+02 1.534464e+02
13 53     2.114077e+02 3.511518e+02
13 55     4.636800e+02 3.283200e+02
13 56     1.641600e+02 3.715201e+02
13 57     4.095360e+02 2.280960e+02
13 58     3.427200e+02 3.355200e+02
13 59     2.592000e+02 3.421440e+02
13 64     4.001219e+02 4.150518e+02
13 65     5.100000e+02 3.680000e+02
13 67     4.013163e+02 4.084827e+02
13 68     5.486400e+02 1.728000e+02
13 225     4.848000e+02 1.488000e+02
13 241     3.374163e+02 2.538087e+02
13 396     5.510000e+02 1.460000e+02
13 418     5.890000e+02 1.370000e+02
13 445     4.838401e+02 1.503360e+02
13 447     5.820000e+02 1.992000e+02
13 450     5.172000e+02 1.680000e+02
13 473     5.500800e+02 1.036800e+02
13 498     6.013441e+02 1.399680e+02
13 502     5.529601e+02 1.468800e+02
13 573     4.130000e+02 3.530000e+02
13 575     5.230000e+02 3.030000e+02
13 582     4.692000e+02 2.508000e+02
13 597     4.788000e+02 2.268000e+02
13 612     4.147201e+02 2.612737e+02
13 615     3.528000e+02 2.102400e+02
13 642     1.910000e+02 1.760000e+02
13 655     4.680000e+02 2.520000e+02
13 664     2.836685e+02 2.513204e+02
13 669     3.720000e+02 2.556000e+02
13 672     2.592000e+02 3.132000e+02
13 684     8.360757e+01 1.851310e+02
13 686     4.150518e+02 3.224863e+02
13 688     3.950000e+02 4.020000e+02
13 690     3.948000e+02 4.020000e+02
13 694     3.211200e+02 4.334400e+02
13 696     3.196800e+02 4.337280e+02
13 697     3.193344e+02 4.313089e+02
13 699     4.640000e+02 3.290000e+02
13 700     3.587328e+02 4.064257e+02
13 709     1.821451e+02 3.523462e+02
13 729     2.833920e+02 1.831680e+02
13 730     1.492992e+02 1.582572e+02
13 731     3.490000e+02 1.620000e+02
13 733     2.820000e+02 1.070000e+02
13 734     1.580000e+02 1.440000e+02
13 736     1.608000e+02 1.188000e+02
13 738     8.300000e+01 1.870000e+02
13 753     2.220000e+02 3.030000e+02
13 780     1.658880e+02 3.691009e+02
13 792     3.533415e+02 4.180378e+02
13 806     1.891123e+02 3.359232e+02
13 807     2.643840e+02 3.594240e+02
13 809     8.600000e+01 3.210000e+02
13 811     1.930000e+02 3.040000e+02
13 812     3.560000e+02 2.720000e+02
13 813     2.052000e+02 2.556000e+02
13 814     2.695680e+02 2.643840e+02
13 815     5.232000e+02 3.300000e+02
13 817     1.261440e+02 2.609280e+02
13 821     2.250000e+02 2.240000e+02
13 829     4.419257e+02 3.762341e+02
13 830     4.429210e+02 3.757364e+02
13 831     5.230000e+02 3.310000e+02
13 833     2.716416e+02 2.032128e+02
13 844     2.764800e+02 1.848960e+02
13 848     4.852225e+02 1.492992e+02
13 854     5.200590e+02 2.985985e+02
13 855     3.006720e+02 2.861568e+02
13 856     2.995200e+02 2.865600e+02
13 858     3.209933e+02 3.010868e+02
13 859     1.454400e+02 4.060800e+02
13 860     1.451520e+02 4.060800e+02
13 861     1.212000e+02 4.056000e+02
13 862     2.830713e+02 3.726509e+02
13 866     4.040000e+02 4.150000e+02
13 868     1.656000e+02 3.700800e+02
13 870     2.937600e+02 3.265920e+02
13 871     2.944512e+02 3.255552e+02
13 872     2.604000e+02 3.444000e+02
13 873     2.590000e+02 3.130000e+02
13 874     1.140480e+02 3.473280e+02
13 875     5.080320e+02 1.918080e+02
13 876     2.056320e+02 2.557440e+02
13 877     2.490000e+02 2.490000e+02
13 882     2.220000e+02 2.040000e+02
13 893     2.239488e+02 1.612432e+02
13 910     2.799360e+02 1.036800e+02
13 912     8.352000e+01 1.872000e+02
13 915     3.556800e+02 4.132800e+02
13 916     3.552000e+02 4.140000e+02
13 924     4.046400e+02 3.038400e+02
13 929     2.811802e+02 3.757364e+02
13 930     2.820000e+02 3.756000e+02
13 931     2.808000e+02 3.772800e+02
13 942     1.175040e+02 4.008960e+02
13 944     1.582572e+02 3.792200e+02
13 946     1.883520e+02 3.352320e+02
13 959     2.060329e+02 1.313833e+02
13 965     1.504936e+02 1.397441e+02
13 967     1.907712e+02 3.338496e+02
13 968     1.886400e+02 3.326400e+02
13 969     2.974041e+02 3.224864e+02
13 970     2.592000e+02 3.131136e+02
13 971     1.137600e+02 3.470400e+02
13 973     5.546880e+02 4.354561e+02
13 977     4.044000e+02 3.060000e+02
13 978     1.779840e+02 3.870720e+02
13 979     1.783296e+02 3.856897e+02
13 980     4.210000e+02 3.230000e+02
13 981     1.872000e+02 3.840000e+02
13 982     4.204800e+02 3.225600e+02
13 985     1.656000e+02 3.708000e+02
13 987     3.960576e+02 4.022784e+02
13 988     1.200000e+02 3.540000e+02
13 989     3.168000e+02 3.996000e+02
13 992     1.812000e+02 3.540000e+02
13 993     3.110400e+02 3.974400e+02
13 994     1.140480e+02 3.462913e+02
13 995     1.814400e+02 3.525120e+02
13 997     6.739201e+01 3.576960e+02
13 998     6.600000e+01 3.550000e+02
13 1000     1.580000e+02 4.490000e+02
13 1001     3.160000e+02 4.320000e+02
13 1002     1.644000e+02 3.960000e+02
13 1029     1.389312e+02 2.467584e+02
13 1035     4.800000e+01 2.200000e+02
13 1036     3.456000e+02 2.194560e+02
13 1037     1.550000e+02 2.360000e+02
13 1038     9.072000e+01 2.491200e+02
13 1039     1.866240e+02 2.177280e+02
13 1040     2.194560e+02 2.021760e+02
13 1042     1.293927e+02 2.189722e+02
13 1045     1.210000e+02 2.020000e+02
13 1047     1.908000e+02 1.752000e+02
13 1048     7.776001e+01 2.712960e+02
13 1049     7.672321e+01 2.695680e+02
13 1050     1.589760e+02 2.782080e+02
13 1051     1.596672e+02 2.778624e+02
13 1052     1.105920e+02 2.816640e+02
13 1053     1.078272e+02 2.799360e+02
13 1054     1.392000e+02 2.472000e+02
13 1055     1.368576e+02 2.463437e+02
13 1056     1.396800e+02 2.476800e+02
13 1057     1.069978e+02 2.786919e+02
13 1058     1.555200e+02 2.363904e+02
13 1059     2.952000e+02 2.232000e+02
13 1060     1.755759e+02 2.221573e+02
13 1061     2.737152e+02 2.040423e+02
13 1062     1.283973e+02 2.209629e+02
13 1063     2.065306e+02 1.318810e+02
13 1064     1.293927e+02 2.139955e+02
13 1065     1.313833e+02 2.090189e+02
13 1066     3.470400e+02 1.612800e+02
13 1067     1.576600e+02 1.934918e+02
13 1068     2.125440e+02 1.555200e+02
13 1069     4.800000e+01 2.196000e+02
13 1073     2.786919e+02 1.020211e+02
13 1074     2.794882e+02 1.039123e+02
13 1075     4.800000e+02 2.700000e+02
13 1076     2.574720e+02 2.747520e+02
13 1077     2.587853e+02 2.737152e+02
13 1078     2.568000e+02 2.748000e+02
13 1081     2.938209e+02 2.615723e+02
13 1123     1.492992e+02 1.567642e+02
13 1124     1.512000e+02 1.540800e+02
13 1125     1.134674e+02 1.433273e+02
13 1257     2.940000e+02 3.276000e+02
13 1298     4.665601e+01 2.194560e+02
13 2580     2.654208e+02 3.587328e+02
13 2585     2.220000e+02 1.608000e+02
13 2589     2.692800e+02 2.635200e+02
13 2595     2.712269e+02 6.220801e+01
13 2601     2.189722e+02 2.015540e+02
13 2727     2.717246e+02 3.851920e+02
13 2728     3.628800e+02 3.939840e+02
13 2734     1.555200e+02 4.458240e+02
13 2752     2.606400e+02 3.427200e+02
13 2753     4.440960e+02 3.784320e+02
13 2756     2.779200e+02 9.792001e+01
13 2766     5.101057e+02 3.670273e+02
13 2776     4.802458e+02 2.687386e+02
13 2786     3.027456e+02 3.691009e+02
13 2794     5.097600e+02 3.772800e+02
13 2814     3.632948e+02 3.931546e+02
13 2819     2.352000e+02 2.832000e+02
13 2828     1.555200e+02 1.313280e+02
13 2897     2.600000e+02 7.100000e+01
14 20     3.877632e+02 3.670273e+02
14 28     2.293236e+02 4.013163e+02
14 32     4.260000e+02 4.512000e+02
14 33     5.101057e+02 2.513204e+02
14 39     3.856897e+02 3.276288e+02
14 40     4.155495e+02 2.836685e+02
14 41     4.150518e+02 2.836685e+02
14 42     5.230000e+02 1.780000e+02
14 43     1.036800e+02 2.626560e+02
14 48     2.940000e+02 1.524000e+02
14 49     3.300480e+02 1.244160e+02
14 51     3.284583e+02 1.269043e+02
14 52     3.160167e+02 8.957953e+01
14 54     5.374772e+02 2.538087e+02
14 56     2.363904e+02 3.566592e+02
14 58     4.176000e+02 2.851200e+02
14 59     3.297025e+02 3.048192e+02
14 64     5.080321e+02 3.545857e+02
14 66     5.052000e+02 2.652000e+02
14 188     5.904000e+02 8.784000e+01
14 210     4.044000e+02 1.332000e+02
14 225     5.011200e+02 5.616000e+01
14 395     5.690000e+02 4.600000e+01
14 574     5.275239e+02 2.911335e+02
14 575     5.928000e+02 2.112000e+02
14 586     5.774400e+02 1.411200e+02
14 625     4.944000e+02 2.340000e+02
14 643     1.944000e+02 1.344000e+02
14 648     1.797120e+02 1.054080e+02
14 666     4.840000e+02 1.880000e+02
14 680     4.727809e+01 2.090189e+02
14 686     5.088118e+02 2.508227e+02
14 688     4.956000e+02 3.444000e+02
14 689     4.632000e+02 3.888000e+02
14 690     4.953600e+02 3.441600e+02
14 692     4.233600e+02 3.939840e+02
14 696     4.320000e+02 3.960000e+02
14 697     4.304794e+02 3.956429e+02
14 698     4.550400e+02 3.700800e+02
14 727     5.909761e+02 4.292353e+02
14 729     3.027456e+02 1.244160e+02
14 733     2.770000e+02 4.100000e+01
14 734     1.440000e+02 1.068000e+02
14 735     2.028000e+02 8.040000e+01
14 737     2.950000e+02 1.520000e+02
14 738     7.100000e+01 1.680000e+02
14 739     1.935360e+02 1.330560e+02
14 740     4.006196e+02 1.343693e+02
14 741     1.741824e+02 1.244160e+02
14 744     1.517875e+02 8.709121e+01
14 745     1.410000e+02 8.400000e+01
14 756     2.544059e+02 3.726509e+02
14 771     2.460000e+02 4.128000e+02
14 772     2.010000e+02 4.060000e+02
14 773     2.289255e+02 4.031079e+02
14 774     4.150000e+02 4.240000e+02
14 775     4.872000e+02 4.296000e+02
14 776     2.664000e+02 3.852000e+02
14 777     2.661120e+02 3.853440e+02
14 778     2.676000e+02 3.672000e+02
14 779     1.180000e+02 3.610000e+02
14 780     2.363904e+02 3.583181e+02
14 781     4.801463e+02 3.977332e+02
14 782     2.380000e+02 3.560000e+02
14 783     6.428161e+01 3.898369e+02
14 784     5.425920e+02 3.853440e+02
14 785     6.200000e+01 3.900000e+02
14 787     6.240000e+01 3.900000e+02
14 788     4.564800e+02 2.520000e+02
14 789     4.561920e+02 2.522880e+02
14 790     4.560000e+02 2.532000e+02
14 791     1.824000e+02 3.456000e+02
14 792     4.553626e+02 3.682714e+02
14 793     5.070000e+02 3.620000e+02
14 794     4.670000e+02 2.830000e+02
14 795     3.732481e+02 2.329068e+02
14 796     3.708000e+02 3.552000e+02
14 797     6.800000e+01 2.830000e+02
14 798     2.793600e+02 3.240000e+02
14 799     3.040000e+02 2.980000e+02
14 800     3.036000e+02 2.976000e+02
14 801     3.024000e+02 2.966400e+02
14 802     3.024000e+02 2.972160e+02
14 803     3.970000e+02 3.350000e+02
14 804     3.972000e+02 3.348000e+02
14 805     2.580000e+02 3.130000e+02
14 806     2.508227e+02 3.117368e+02
14 808     2.318400e+02 2.419200e+02
14 809     1.260000e+02 3.192000e+02
14 810     4.170000e+02 2.860000e+02
14 811     2.436000e+02 2.760000e+02
14 812     4.170000e+02 2.090000e+02
14 813     2.448000e+02 2.184000e+02
14 814     3.172608e+02 2.156544e+02
14 815     6.004800e+02 2.433600e+02
14 816     2.070000e+02 2.620000e+02
14 818     1.940890e+02 2.562970e+02
14 829     5.374772e+02 3.045704e+02
14 831     6.012000e+02 2.436000e+02
14 833     2.944512e+02 1.513728e+02
14 847     4.603393e+02 8.294402e+01
14 854     5.897319e+02 2.115072e+02
14 855     3.697920e+02 2.332800e+02
14 857     3.873600e+02 3.686400e+02
14 859     2.280960e+02 4.008960e+02
14 860     2.280960e+02 4.002049e+02
14 861     2.001600e+02 4.060800e+02
14 864     4.752692e+02 3.906663e+02
14 865     4.769281e+02 3.960576e+02
14 866     5.083200e+02 3.556800e+02
14 868     2.367360e+02 3.576960e+02
14 870     3.642901e+02 2.836685e+02
14 871     3.628801e+02 2.820096e+02
14 872     3.300000e+02 3.060000e+02
14 877     2.894400e+02 2.030400e+02
14 879     1.804032e+02 2.633472e+02
14 893     2.239488e+02 1.134674e+02
14 912     7.257601e+01 1.658880e+02
14 914     2.571264e+02 4.375297e+02
14 915     4.561920e+02 3.663360e+02
14 924     4.924800e+02 2.332800e+02
14 929     3.642901e+02 3.374163e+02
14 942     1.940890e+02 4.031079e+02
14 958     2.011392e+02 7.879681e+01
14 966     1.182450e+02 1.039123e+02
14 967     2.509056e+02 3.110400e+02
14 968     2.557440e+02 3.127680e+02
14 969     3.654845e+02 2.830713e+02
14 971     1.693440e+02 3.421440e+02
14 974     4.956000e+02 4.344000e+02
14 977     4.939200e+02 2.332800e+02
14 979     2.562970e+02 3.732480e+02
14 980     5.136000e+02 2.496000e+02
14 981     2.664000e+02 3.672000e+02
14 982     5.114880e+02 2.505600e+02
14 983     5.076000e+02 3.624000e+02
14 984     1.987200e+02 3.643200e+02
14 985     2.376000e+02 3.564000e+02
14 986     2.179769e+02 3.523462e+02
14 987     4.955905e+02 3.442177e+02
14 988     1.785600e+02 3.470400e+02
14 990     4.110000e+02 3.580000e+02
14 991     2.480000e+02 3.350000e+02
14 992     2.484000e+02 3.348000e+02
14 993     4.084993e+02 3.566592e+02
14 994     1.721088e+02 3.400704e+02
14 995     2.488320e+02 3.317761e+02
14 996     1.719927e+02 3.404023e+02
14 997     1.194394e+02 3.642901e+02
14 998     1.180800e+02 3.614400e+02
14 999     1.192320e+02 3.628800e+02
14 1000     2.540000e+02 4.460000e+02
14 1001     4.240000e+02 3.930000e+02
14 1011     1.252800e+02 1.771200e+02
14 1012     4.765631e+02 1.863254e+02
14 1017     4.003200e+02 2.649600e+02
14 1018     3.851920e+02 3.284583e+02
14 1019     3.880000e+02 3.280000e+02
14 1021     1.908000e+02 2.304000e+02
14 1022     2.315520e+02 2.073600e+02
14 1023     3.352320e+02 2.488320e+02
14 1024     3.360000e+02 2.490000e+02
14 1025     4.292353e+02 1.555200e+02
14 1026     3.060000e+02 2.130000e+02
14 1027     1.416960e+02 2.453760e+02
14 1028     1.598400e+02 2.217600e+02
14 1029     1.617408e+02 2.239488e+02
14 1030     1.783296e+02 2.094336e+02
14 1031     8.957954e+01 2.364900e+02
14 1034     5.412097e+02 1.824768e+02
14 1036     3.832013e+02 1.567642e+02
14 1038     1.054080e+02 2.367360e+02
14 1039     2.073600e+02 1.824768e+02
14 1040     2.404800e+02 1.598400e+02
14 1042     1.368576e+02 1.891123e+02
14 1043     3.296527e+02 1.254114e+02
14 1045     1.236000e+02 1.776000e+02
14 1046     1.728000e+02 1.607040e+02
14 1047     1.944000e+02 1.339200e+02
14 1048     1.036800e+02 2.612737e+02
14 1049     1.020211e+02 2.612737e+02
14 1050     1.952640e+02 2.522880e+02
14 1053     1.393459e+02 2.687386e+02
14 1057     1.361609e+02 2.651554e+02
14 1059     3.254400e+02 1.684800e+02
14 1061     2.956125e+02 1.522852e+02
14 1063     1.990656e+02 8.211457e+01
14 1064     1.403413e+02 1.821451e+02
14 1070     1.642292e+02 1.582572e+02
14 1072     1.670400e+02 1.497600e+02
14 1075     5.412000e+02 1.860000e+02
14 1076     3.075840e+02 2.315520e+02
14 1077     3.085517e+02 2.314138e+02
14 1078     3.067200e+02 2.318400e+02
14 1080     3.060000e+02 2.124000e+02
14 1082     2.318400e+02 2.073600e+02
14 1098     2.730000e+02 8.600000e+01
14 1120     2.717246e+02 8.659355e+01
14 1123     1.433273e+02 1.218282e+02
14 1124     1.425600e+02 1.166400e+02
14 1125     9.206786e+01 1.119744e+02
14 1141     1.520640e+02 4.492800e+01
14 1149     3.398400e+02 3.240000e+02
14 1257     3.614400e+02 2.822400e+02
14 1294     8.985601e+01 3.628800e+01
14 1297     1.050000e+02 2.630000e+02
14 1298     4.561921e+01 2.094336e+02
14 2596     2.462400e+02 1.108800e+02
14 2600     1.065600e+02 2.361600e+02
14 2601     2.364900e+02 1.576600e+02
14 2735     6.013441e+01 3.960576e+02
14 2739     1.244160e+02 1.940890e+02
14 2743     2.937600e+02 1.520640e+02
14 2745     1.433273e+02 1.224254e+02
14 2746     1.970750e+02 9.674590e+01
14 2752     3.300480e+02 3.058560e+02
14 2753     5.374081e+02 3.093120e+02
14 2765     4.752000e+02 3.912000e+02
14 2810     4.950000e+02 2.340000e+02
14 2815     6.020000e+02 2.430000e+02
14 2819     2.856000e+02 2.436000e+02
14 2822     5.280000e+02 3.300000e+01
14 2825     1.617408e+02 2.239488e+02
14 2826     5.904000e+02 4.291200e+02
14 2828     1.365120e+02 8.985601e+01
14 2894     3.264000e+02 1.692000e+02
14 2896     3.081536e+02 2.293236e+02
14 2899     9.849601e+01 9.849601e+01
14 2912     5.990000e+02 2.960000e+02
15 22     3.630000e+02 2.280000e+02
15 28     2.627666e+02 4.060939e+02
15 29     2.652000e+02 4.092000e+02
15 30     6.091200e+02 2.707200e+02
15 31     6.096000e+02 2.712000e+02
15 33     4.802458e+02 2.289255e+02
15 39     3.844800e+02 3.139200e+02
15 40     3.991680e+02 2.712960e+02
15 41     3.981313e+02 2.712269e+02
15 43     1.019520e+02 2.937600e+02
15 49     2.868480e+02 1.330560e+02
15 50     2.882304e+02 1.327104e+02
15 51     2.861568e+02 1.343693e+02
15 56     2.592000e+02 3.628801e+02
15 58     4.008000e+02 2.724000e+02
15 64     4.914433e+02 3.214081e+02
15 67     4.897015e+02 3.224863e+02
15 78     5.460000e+02 2.580000e+02
15 308     4.976641e+02 3.773953e+02
15 309     4.890240e+02 3.870720e+02
15 354     4.200000e+02 5.300000e+01
15 502     4.786560e+02 3.801600e+01
15 548     5.300000e+02 5.000000e+01
15 572     4.932000e+02 2.664000e+02
15 575     5.284800e+02 1.857600e+02
15 612     4.375297e+02 1.741824e+02
15 625     4.680000e+02 2.148000e+02
15 633     2.989440e+02 1.503360e+02
15 642     1.540800e+02 1.540800e+02
15 643     1.536000e+02 1.560000e+02
15 648     1.313280e+02 1.296000e+02
15 653     7.166363e+01 9.256552e+01
15 660     3.834004e+02 1.254114e+02
15 664     3.060634e+02 2.065306e+02
15 677     2.806826e+02 8.957954e+01
15 697     4.354561e+02 3.649536e+02
15 701     3.941500e+02 3.613041e+02
15 702     3.996000e+02 4.428000e+02
15 711     5.004000e+02 4.368000e+02
15 712     5.673371e+01 4.001219e+02
15 713     2.363904e+02 4.147201e+02
15 715     3.300000e+01 3.100000e+02
15 716     5.904000e+01 3.110400e+02
15 722     4.371482e+02 3.654845e+02
15 723     2.174400e+02 3.110400e+02
15 730     9.555151e+01 1.433273e+02
15 731     3.048000e+02 9.840000e+01
15 738     3.000000e+01 2.016000e+02
15 739     1.537920e+02 1.537920e+02
