# Dataset: TUM
# Sequence: fr1desk
# First orb kf index 2
# Camera translation noise std: 0.02 m
# Camera rotation noise std: 0.0 m
# Landmark location noise std: 0.0 m
# Landmarks initialised with av depth: 1.0 m

20 1216 3917
517.306408 516.469215 318.64304 255.313989
0 0     5.460480e+02 1.658880e+02
7 1146     7.920001e+01 2.592000e+02
7 1148     2.088000e+02 3.672000e+02
7 1149     4.147200e+01 4.181760e+02
7 1150     3.830400e+02 2.952000e+02
7 1151     1.617408e+02 2.985985e+02
7 1152     1.039123e+02 2.364900e+02
7 1154     1.970750e+02 3.511518e+02
7 1161     1.451520e+02 4.230145e+02
7 1163     3.096000e+02 3.420000e+02
7 1167     1.612432e+02 2.974041e+02
7 1170     1.433273e+02 3.523462e+02
7 1171     9.853749e+01 2.866545e+02
7 1172     1.194394e+02 2.513204e+02
7 1173     4.055962e+02 4.180378e+02
7 1174     3.612000e+02 3.744000e+02
7 1179     9.331201e+01 2.985985e+02
7 1190     5.310000e+02 4.110000e+02
7 1191     4.860000e+02 2.976000e+02
7 1206     1.831680e+02 2.678400e+02
7 1208     4.228154e+02 2.221573e+02
7 1209     4.764000e+02 2.652000e+02
7 1210     3.648000e+02 2.808000e+02
7 1211     3.010868e+02 3.384116e+02
7 1212     3.511518e+02 2.866545e+02
7 1213     9.360001e+01 3.009600e+02
7 1214     5.772903e+02 2.786919e+02
8 39     3.504000e+02 4.140000e+02
8 57     5.149440e+02 2.695680e+02
8 65     5.598721e+02 3.870720e+02
8 177     3.211200e+02 3.153600e+02
8 178     3.224863e+02 3.165144e+02
8 179     3.234817e+02 3.160167e+02
8 180     5.928000e+02 1.500000e+02
8 181     5.275239e+02 2.413671e+02
8 191     4.379444e+02 2.911335e+02
8 194     5.132161e+02 3.283200e+02
8 201     5.557249e+02 3.608065e+02
8 203     5.443200e+02 2.721600e+02
8 213     2.643840e+02 3.628800e+02
8 214     2.650000e+02 3.630000e+02
8 216     2.866545e+02 3.368191e+02
8 225     4.389120e+02 3.801600e+02
8 231     5.097600e+02 4.026240e+02
8 232     4.704000e+02 3.660000e+02
8 236     5.927040e+02 1.503360e+02
8 262     4.867200e+02 3.384000e+02
8 280     5.180000e+02 4.210000e+02
8 281     5.080000e+02 4.020000e+02
8 285     5.810000e+02 2.980000e+02
8 313     5.136000e+02 3.276000e+02
8 316     5.980000e+02 4.460000e+02
8 331     5.097600e+02 3.715200e+02
8 392     5.764609e+02 2.965248e+02
8 404     5.121793e+02 4.022784e+02
8 419     5.101057e+02 4.031079e+02
8 424     5.797786e+02 2.985985e+02
8 499     3.672000e+02 4.075200e+02
8 506     5.165753e+02 2.687386e+02
8 512     4.020000e+02 3.936000e+02
8 513     4.043521e+02 3.919105e+02
8 514     2.830713e+02 3.153200e+02
8 523     2.280000e+02 3.740000e+02
8 524     2.280000e+02 3.744000e+02
8 526     2.239488e+02 3.642901e+02
8 527     2.289600e+02 3.729600e+02
8 528     2.757888e+02 3.773953e+02
8 529     1.928448e+02 3.193344e+02
8 536     2.587853e+02 3.906663e+02
8 537     2.550528e+02 3.649536e+02
8 539     3.504384e+02 4.147201e+02
8 540     3.490560e+02 4.147200e+02
8 542     1.572480e+02 3.576960e+02
8 543     1.592525e+02 3.558298e+02
8 545     2.388000e+02 3.900000e+02
8 546     2.384640e+02 3.905280e+02
8 547     4.156491e+02 2.830713e+02
8 548     5.625595e+02 3.905668e+02
8 551     3.332359e+02 3.045704e+02
8 552     2.405376e+02 1.389312e+02
8 553     2.420000e+02 1.390000e+02
8 554     2.388788e+02 1.393459e+02
8 555     2.410000e+02 2.670000e+02
8 556     4.340000e+02 3.190000e+02
8 564     2.280000e+02 2.076000e+02
8 566     2.184000e+02 1.932000e+02
8 567     2.194560e+02 1.935360e+02
8 576     2.926265e+02 3.045704e+02
8 579     4.377600e+02 3.787200e+02
8 580     1.940890e+02 3.085517e+02
8 581     2.764800e+02 3.784320e+02
8 582     2.764800e+02 3.772800e+02
8 583     2.538087e+02 3.642901e+02
8 585     2.376000e+02 3.432000e+02
8 586     2.816640e+02 3.438720e+02
8 587     1.180000e+02 3.460000e+02
8 588     1.176000e+02 3.456000e+02
8 589     7.524681e+01 2.794882e+02
8 590     1.800000e+02 2.688000e+02
8 591     2.246400e+02 2.453760e+02
8 593     2.830713e+02 2.400732e+02
8 594     1.679616e+02 2.280960e+02
8 598     3.700000e+01 1.790000e+02
8 600     1.310400e+02 2.044800e+02
8 619     2.384640e+02 4.105728e+02
8 620     4.608000e+01 3.499200e+02
8 621     4.665601e+01 3.507840e+02
8 622     3.296527e+02 4.084827e+02
8 623     1.343693e+02 3.851920e+02
8 624     4.727809e+01 3.483648e+02
8 625     1.325777e+02 3.834004e+02
8 649     1.300000e+02 2.050000e+02
8 732     1.797120e+02 2.695680e+02
8 733     1.886976e+02 2.488320e+02
8 734     2.358928e+02 1.403413e+02
8 735     2.364900e+02 1.397441e+02
8 739     4.717440e+02 3.663360e+02
8 741     2.413671e+02 2.836685e+02
8 744     2.433600e+02 2.635200e+02
8 749     2.520000e+02 2.606400e+02
8 750     2.529792e+02 2.592000e+02
8 751     2.522880e+02 2.609280e+02
8 753     4.320000e+02 3.196800e+02
8 754     4.354561e+02 3.209933e+02
8 755     5.195613e+02 3.296527e+02
8 758     2.433600e+02 2.102400e+02
8 800     2.400732e+02 2.293236e+02
8 813     3.939841e+01 1.762560e+02
8 820     4.032000e+02 3.931200e+02
8 823     4.100000e+02 2.850000e+02
8 824     4.105728e+02 2.836685e+02
8 826     1.940890e+02 3.105424e+02
8 827     1.848960e+02 3.853440e+02
8 828     7.680000e+01 4.548000e+02
8 829     2.000000e+02 4.590000e+02
8 831     2.314138e+02 2.961101e+02
8 832     7.879681e+01 4.022784e+02
8 835     1.104814e+02 3.583181e+02
8 836     5.225473e+01 3.284583e+02
8 838     8.087041e+01 2.778624e+02
8 839     7.962625e+01 2.786919e+02
8 840     3.939841e+01 2.674944e+02
8 841     1.935360e+02 4.181760e+02
8 842     1.940890e+02 4.180378e+02
8 843     1.928448e+02 4.167937e+02
8 844     1.092000e+02 3.588000e+02
8 854     4.334400e+02 2.894400e+02
8 855     2.244000e+02 2.448000e+02
8 856     1.970750e+02 2.400732e+02
8 858     2.322432e+02 2.218752e+02
8 859     2.472000e+02 2.004000e+02
8 860     1.866240e+02 2.263680e+02
8 861     2.467584e+02 1.990656e+02
8 862     2.438554e+02 1.965773e+02
8 863     1.886976e+02 2.239488e+02
8 865     1.866240e+02 2.090189e+02
8 866     2.179769e+02 2.090189e+02
8 868     1.821451e+02 1.911030e+02
8 939     1.886400e+02 2.505600e+02
8 1094     1.318810e+02 2.040423e+02
8 1107     1.325777e+02 2.042413e+02
8 1109     7.920001e+01 4.017600e+02
8 1114     6.469633e+01 4.080845e+02
8 1133     4.392000e+02 3.204000e+02
8 1134     5.140000e+02 3.280000e+02
8 1144     1.863254e+02 2.472395e+02
8 1148     2.908800e+02 3.355200e+02
8 1151     2.513204e+02 2.612737e+02
8 1154     2.806826e+02 3.165144e+02
8 1156     2.388788e+02 4.090799e+02
8 1161     2.280960e+02 3.732480e+02
8 1162     5.673371e+01 4.210238e+02
8 1171     1.970750e+02 2.388788e+02
8 1174     4.380000e+02 3.792000e+02
8 1185     1.008000e+02 4.092000e+02
8 1186     4.710000e+02 3.660000e+02
8 1187     1.105920e+02 3.576960e+02
8 1191     5.808000e+02 3.324000e+02
8 1192     5.980000e+02 3.430000e+02
8 1205     1.283973e+02 2.358928e+02
8 1206     2.861568e+02 2.343168e+02
8 1207     2.836685e+02 2.358928e+02
8 1209     5.808000e+02 2.976000e+02
8 1212     4.407314e+02 2.902377e+02
9 19     1.343693e+02 3.881780e+02
9 21     2.145600e+02 2.908800e+02
9 22     2.150000e+02 2.900000e+02
9 23     4.561921e+01 3.338496e+02
9 24     4.727809e+01 3.334349e+02
9 25     5.673370e+02 3.657831e+02
9 26     1.347840e+02 3.214080e+02
9 27     6.220801e+01 3.144960e+02
9 29     6.400000e+01 3.120000e+02
9 36     1.824768e+02 3.670273e+02
9 39     4.224000e+02 3.876000e+02
9 57     6.048000e+02 2.592000e+02
9 177     4.003200e+02 2.952000e+02
9 178     4.001219e+02 2.926265e+02
9 179     4.006196e+02 2.936218e+02
9 186     5.175706e+02 2.737152e+02
9 191     5.195613e+02 2.747106e+02
9 192     5.616000e+02 2.966400e+02
9 193     5.604000e+02 2.964000e+02
9 194     6.013441e+02 3.196800e+02
9 212     3.374163e+02 3.284583e+02
9 216     3.619013e+02 3.117368e+02
9 225     5.166721e+02 3.611520e+02
9 231     5.944321e+02 3.888000e+02
9 232     5.532000e+02 3.504000e+02
9 240     5.195613e+02 3.009872e+02
9 313     6.004800e+02 3.182400e+02
9 404     5.951233e+02 3.877632e+02
9 490     2.760000e+02 4.212000e+02
9 503     5.424539e+02 4.205262e+02
9 512     4.795200e+02 3.715200e+02
9 513     4.810753e+02 3.711744e+02
9 518     3.296527e+02 2.794882e+02
9 523     3.030000e+02 3.400000e+02
9 526     3.010868e+02 3.309466e+02
9 528     3.483648e+02 3.483648e+02
9 539     4.205262e+02 3.881780e+02
9 540     4.216320e+02 3.888000e+02
9 541     2.652000e+02 3.516000e+02
9 542     2.384640e+02 3.193344e+02
9 543     2.363904e+02 3.209933e+02
9 544     3.085517e+02 3.483648e+02
9 550     4.105728e+02 2.811802e+02
9 551     4.120659e+02 2.830713e+02
9 554     3.234817e+02 1.202688e+02
9 558     2.870000e+02 2.030000e+02
9 561     3.211200e+02 1.555200e+02
9 570     5.026407e+02 4.279911e+02
9 576     3.672761e+02 2.776966e+02
9 579     5.184000e+02 3.600000e+02
9 580     2.723218e+02 2.794882e+02
9 581     3.504384e+02 3.462913e+02
9 582     3.507840e+02 3.490560e+02
9 583     3.284583e+02 3.374163e+02
9 584     3.162240e+02 3.127680e+02
9 585     3.150000e+02 3.130000e+02
9 586     3.566592e+02 3.151873e+02
9 587     2.016000e+02 3.120000e+02
9 588     2.016000e+02 3.096000e+02
9 589     1.648264e+02 2.472395e+02
9 590     2.592000e+02 2.424000e+02
9 591     3.041280e+02 2.211840e+02
9 592     2.115072e+02 2.090189e+02
9 593     3.654845e+02 2.149909e+02
9 597     1.742400e+02 1.627200e+02
9 598     1.320000e+02 1.550000e+02
9 601     2.700000e+02 3.792000e+02
9 602     2.687386e+02 3.798173e+02
9 603     3.027456e+02 3.297025e+02
9 604     2.140000e+02 4.490000e+02
9 605     1.570000e+02 4.430000e+02
9 606     2.131200e+02 4.478400e+02
9 608     2.750400e+02 4.204800e+02
9 609     1.230000e+02 4.150000e+02
9 610     5.018113e+02 4.354561e+02
9 612     1.285632e+02 4.105728e+02
9 613     1.713600e+02 4.305600e+02
9 615     1.824768e+02 4.250881e+02
9 616     1.582572e+02 4.120659e+02
9 617     5.280000e+01 4.140000e+02
9 618     5.472000e+01 4.118400e+02
9 619     3.110400e+02 3.773953e+02
9 620     1.396800e+02 3.081600e+02
9 621     1.382400e+02 3.093120e+02
9 622     4.031079e+02 3.822060e+02
9 623     2.120049e+02 3.493602e+02
9 624     1.368576e+02 3.110400e+02
9 625     2.114077e+02 3.475686e+02
9 649     2.150000e+02 1.800000e+02
9 666     9.331201e+01 3.131136e+02
9 699     1.716941e+02 4.304794e+02
9 711     1.812000e+02 3.780000e+02
9 729     2.592000e+02 2.419200e+02
9 730     4.126465e+02 2.820096e+02
9 731     4.112640e+02 2.816640e+02
9 732     2.592000e+02 2.419200e+02
9 733     2.737152e+02 2.239488e+02
9 735     3.224864e+02 1.218282e+02
9 739     5.529600e+02 3.499200e+02
9 747     3.523462e+02 2.508227e+02
9 750     3.338496e+02 2.363904e+02
9 751     3.335040e+02 2.367360e+02
9 754     5.195613e+02 3.015844e+02
9 758     3.214080e+02 1.900800e+02
9 764     1.396800e+02 3.787200e+02
9 785     1.015235e+02 2.478367e+02
9 786     1.658880e+02 2.488320e+02
9 787     6.600000e+01 2.120000e+02
9 788     1.332000e+02 2.160000e+02
9 790     8.520001e+01 2.040000e+02
9 791     8.640000e+01 2.030400e+02
9 793     8.500000e+01 2.020000e+02
9 794     1.099008e+02 1.990656e+02
9 795     1.094861e+02 1.990656e+02
9 796     1.104000e+02 1.980000e+02
9 797     1.105920e+02 1.987200e+02
9 798     1.050000e+02 1.860000e+02
9 799     3.048192e+02 2.198016e+02
9 802     1.534464e+02 1.762560e+02
9 803     1.330560e+02 1.728000e+02
9 804     1.289945e+02 1.719927e+02
9 805     3.200000e+02 1.900000e+02
9 806     1.550000e+02 1.700000e+02
9 807     3.020000e+02 1.840000e+02
9 808     1.244160e+02 1.607040e+02
9 809     1.230000e+02 1.600000e+02
9 810     1.244160e+02 1.596672e+02
9 811     1.236000e+02 1.596000e+02
9 812     1.238400e+02 1.598400e+02
9 813     1.382400e+02 1.503360e+02
9 815     1.760000e+02 1.630000e+02
9 817     4.440000e+01 3.360000e+02
9 818     1.756800e+02 4.291200e+02
9 819     1.764000e+02 4.284000e+02
9 820     4.803840e+02 3.715201e+02
9 822     2.436000e+02 2.604000e+02
9 823     4.910000e+02 2.670000e+02
9 825     2.747520e+02 2.782080e+02
9 827     2.643840e+02 3.507840e+02
9 828     1.612800e+02 4.075200e+02
9 829     2.760000e+02 4.210000e+02
9 830     2.453760e+02 4.060800e+02
9 831     3.085517e+02 2.687386e+02
9 832     1.667175e+02 3.608065e+02
9 834     1.658880e+02 3.611520e+02
9 835     1.911030e+02 3.224863e+02
9 836     1.410048e+02 2.903040e+02
9 837     2.004480e+02 3.110400e+02
9 838     1.658880e+02 2.488320e+02
9 839     1.642291e+02 2.488320e+02
9 840     1.306368e+02 2.343168e+02
9 841     2.695680e+02 3.801600e+02
9 842     2.687386e+02 3.792200e+02
9 843     2.695680e+02 3.773953e+02
9 844     1.908000e+02 3.228000e+02
9 845     5.616000e+01 2.995200e+02
9 846     1.008000e+02 3.012000e+02
9 847     9.206786e+01 2.961101e+02
9 848     1.002240e+02 3.006720e+02
9 849     1.411200e+02 2.923200e+02
9 850     1.404000e+02 2.916000e+02
9 851     5.000000e+01 2.270000e+02
9 852     2.448000e+02 2.088000e+02
9 854     5.166721e+02 2.730240e+02
9 855     3.030000e+02 2.230000e+02
9 857     2.239488e+02 1.990656e+02
9 858     3.151873e+02 1.990656e+02
9 860     2.678400e+02 2.021760e+02
9 861     3.276288e+02 1.762560e+02
9 862     3.284583e+02 1.766707e+02
9 863     2.716416e+02 1.990656e+02
9 864     2.662503e+02 1.866240e+02
9 866     2.974041e+02 1.863254e+02
9 867     3.211200e+02 1.900800e+02
9 868     2.627666e+02 1.642292e+02
9 880     2.649600e+02 3.513600e+02
9 976     3.939841e+01 2.612737e+02
9 1094     2.149909e+02 1.821451e+02
9 1106     1.752000e+02 1.632000e+02
9 1107     2.149909e+02 1.791591e+02
9 1109     1.668000e+02 3.600000e+02
9 1129     4.176000e+01 2.620800e+02
9 1131     4.220000e+02 3.880000e+02
9 1132     5.404632e+02 4.210238e+02
9 1133     5.198400e+02 3.009600e+02
9 1134     6.020000e+02 3.190000e+02
9 1135     5.550000e+02 2.910000e+02
9 1142     4.013163e+02 2.938209e+02
9 1144     2.687386e+02 2.221573e+02
9 1145     3.135284e+02 2.015540e+02
9 1146     2.640000e+02 1.860000e+02
9 1147     4.329677e+02 4.080845e+02
9 1148     3.686400e+02 3.081600e+02
9 1149     2.135808e+02 3.110400e+02
9 1152     2.902377e+02 1.719927e+02
9 1153     4.400000e+01 3.360000e+02
9 1155     5.673371e+01 2.239488e+02
9 1156     3.105424e+02 3.792200e+02
9 1157     1.814400e+02 3.697920e+02
9 1158     1.361609e+02 3.117368e+02
9 1159     1.617408e+02 4.084993e+02
9 1161     3.045704e+02 3.404023e+02
9 1172     3.027456e+02 1.866240e+02
9 1174     5.184000e+02 3.600000e+02
9 1176     1.382400e+02 3.870720e+02
9 1178     2.736000e+02 2.246400e+02
9 1179     2.730240e+02 2.246400e+02
9 1180     2.650000e+02 3.510000e+02
9 1182     1.244160e+02 4.147200e+02
9 1186     5.550000e+02 3.500000e+02
9 1193     2.177280e+02 2.039040e+02
9 1205     2.120049e+02 2.090189e+02
9 1206     3.663360e+02 2.108160e+02
9 1207     3.642901e+02 2.149909e+02
9 1212     5.195613e+02 2.723218e+02
10 19     2.042413e+02 3.296527e+02
10 22     2.413671e+02 2.065306e+02
10 23     8.360757e+01 3.165144e+02
10 24     8.241318e+01 3.153200e+02
10 25     5.673370e+02 1.667175e+02
10 26     1.704000e+02 2.748000e+02
10 27     8.916481e+01 2.923777e+02
10 28     8.957953e+01 2.936218e+02
10 29     8.880000e+01 2.928000e+02
10 36     2.410000e+02 2.970000e+02
10 37     2.944512e+02 2.757888e+02
10 38     2.936218e+02 2.762036e+02
10 39     4.632000e+02 2.280000e+02
10 40     9.960001e+01 1.812000e+02
10 41     5.823361e+02 5.875201e+01
10 42     6.808045e+01 1.684095e+02
10 43     5.847553e+02 5.971969e+01
10 44     5.697259e+02 1.218282e+02
10 45     2.980000e+02 1.530000e+02
10 46     3.350000e+02 1.380000e+02
10 47     3.336000e+02 1.380000e+02
10 49     3.608065e+02 1.119744e+02
10 55     2.937600e+02 2.764800e+02
10 61     3.151873e+02 3.587328e+02
10 62     4.694400e+02 3.456000e+02
10 63     3.516000e+02 2.808000e+02
10 64     3.117368e+02 3.547350e+02
10 74     1.968000e+02 4.380000e+02
10 75     4.593600e+02 3.571200e+02
10 78     6.096000e+02 1.020000e+02
10 193     5.300000e+02 1.170000e+02
10 194     5.673370e+02 1.219277e+02
10 203     5.817600e+02 5.904000e+01
10 225     5.270400e+02 1.779840e+02
10 275     2.633472e+02 4.043521e+02
10 276     2.453760e+02 4.043521e+02
10 300     5.830000e+02 1.540000e+02
10 490     3.540000e+02 3.036000e+02
10 492     5.256000e+02 2.820000e+02
10 495     5.832000e+02 1.526400e+02
10 503     5.743873e+02 2.156544e+02
10 513     5.028481e+02 1.969920e+02
10 528     3.911640e+02 2.120049e+02
10 539     4.653159e+02 2.289255e+02
10 540     4.631040e+02 2.280960e+02
10 541     3.300000e+02 2.376000e+02
10 560     2.298240e+02 1.261440e+02
10 571     4.769280e+02 2.194560e+02
10 579     5.268000e+02 1.776000e+02
10 581     3.906663e+02 2.115072e+02
10 582     3.936000e+02 2.124000e+02
10 585     3.427200e+02 1.944000e+02
10 592     1.741824e+02 1.492992e+02
10 594     2.073600e+02 1.327104e+02
10 597     1.019520e+02 1.226880e+02
10 598     5.160000e+01 1.272000e+02
10 600     1.537920e+02 1.261440e+02
10 601     3.468000e+02 2.592000e+02
10 602     3.439854e+02 2.615723e+02
10 603     3.576960e+02 2.039040e+02
10 608     3.556800e+02 3.038400e+02
10 609     2.140000e+02 3.530000e+02
10 610     5.474305e+02 2.384640e+02
10 611     2.177280e+02 3.507840e+02
10 612     2.177280e+02 3.504384e+02
10 615     2.712269e+02 3.433882e+02
10 617     1.399680e+02 3.870720e+02
10 618     1.403413e+02 3.881780e+02
10 621     1.638144e+02 2.612737e+02
10 622     4.458241e+02 2.343168e+02
10 625     2.538087e+02 2.687386e+02
10 649     1.540000e+02 1.260000e+02
10 682     2.462400e+02 4.032000e+02
10 700     3.100000e+02 3.630000e+02
10 714     2.125440e+02 2.799360e+02
10 722     5.097600e+02 3.110400e+02
10 733     2.388788e+02 1.433273e+02
10 736     3.792200e+02 3.374163e+02
10 737     3.807130e+02 3.359232e+02
10 739     5.500800e+02 1.584000e+02
10 754     4.976641e+02 1.418343e+02
10 756     5.740000e+02 2.000000e+01
10 757     2.961101e+02 1.119744e+02
10 761     5.231445e+02 2.794882e+02
10 762     2.471040e+02 2.090880e+02
10 763     2.424000e+02 2.064000e+02
10 764     2.076000e+02 3.192000e+02
10 768     7.400000e+01 2.870000e+02
10 769     2.221573e+02 2.938209e+02
10 773     3.144000e+02 3.600000e+02
10 774     2.530000e+02 2.550000e+02
10 776     1.210000e+02 2.700000e+02
10 777     2.534400e+02 2.577600e+02
10 778     2.540160e+02 2.592000e+02
10 779     2.170000e+02 2.660000e+02
10 780     2.250000e+02 2.380000e+02
10 781     9.240000e+01 2.424000e+02
10 782     5.650560e+02 1.676160e+02
10 783     1.969920e+02 1.814400e+02
10 784     2.410000e+02 1.810000e+02
10 785     8.360757e+01 2.239488e+02
10 788     1.000000e+02 1.820000e+02
10 790     3.974400e+01 1.866240e+02
10 791     3.456000e+01 1.900800e+02
10 793     3.600000e+01 1.848000e+02
10 794     6.220801e+01 1.741824e+02
10 795     6.220801e+01 1.741824e+02
10 796     6.336000e+01 1.728000e+02
10 798     4.800000e+01 1.632000e+02
10 800     2.759050e+02 1.110786e+02
10 801     1.800000e+02 1.420000e+02
10 802     8.916481e+01 1.389312e+02
10 803     6.428161e+01 1.430784e+02
10 805     2.640000e+02 1.000000e+02
10 806     8.640000e+01 1.356000e+02
10 807     2.430000e+02 1.000000e+02
10 808     4.665601e+01 1.365120e+02
10 809     4.400000e+01 1.360000e+02
10 810     4.561921e+01 1.347840e+02
10 811     4.440000e+01 1.356000e+02
10 812     4.464000e+01 1.353600e+02
10 814     3.421440e+02 6.220801e+01
10 815     1.032000e+02 1.224000e+02
10 817     8.352000e+01 3.182400e+02
10 820     5.016000e+02 1.980000e+02
10 827     3.283200e+02 2.367360e+02
10 828     2.448000e+02 3.360000e+02
10 829     3.560000e+02 3.040000e+02
10 832     2.218752e+02 2.944512e+02
10 837     2.304000e+02 2.390400e+02
10 841     3.456000e+02 2.626560e+02
10 843     3.442177e+02 2.612737e+02
10 844     2.217600e+02 2.534400e+02
10 845     7.257600e+01 2.851200e+02
10 846     1.195200e+02 2.692800e+02
10 847     1.119744e+02 2.695680e+02
10 848     1.192320e+02 2.643840e+02
10 849     1.555200e+02 2.462400e+02
10 850     1.560000e+02 2.460000e+02
10 853     2.214605e+02 1.393459e+02
10 857     1.762560e+02 1.410048e+02
10 864     2.115072e+02 1.078272e+02
10 865     2.090189e+02 1.134674e+02
10 866     2.400732e+02 1.039123e+02
10 880     3.297600e+02 2.361600e+02
10 1056     2.478367e+02 1.015235e+02
10 1094     1.552712e+02 1.254114e+02
10 1104     2.135808e+02 2.778624e+02
10 1106     1.022400e+02 1.224000e+02
10 1107     1.576600e+02 1.254114e+02
10 1108     2.712000e+02 1.116000e+02
10 1114     2.065306e+02 3.035751e+02
10 1115     2.880000e+02 3.297600e+02
10 1118     2.520000e+01 2.532000e+02
10 1127     3.815424e+02 3.359232e+02
10 1129     2.736000e+01 2.620800e+02
10 1130     5.068800e+02 3.297600e+02
10 1139     5.650560e+02 6.912001e+01
10 1153     8.280000e+01 3.192000e+02
10 1158     1.612432e+02 2.627666e+02
10 1159     2.446848e+02 3.359232e+02
10 1162     2.090189e+02 3.165144e+02
10 1164     3.105424e+02 3.553322e+02
10 1166     4.003200e+02 4.449600e+02
10 1168     1.970750e+02 3.702621e+02
10 1169     3.902400e+02 3.211200e+02
10 1175     4.855681e+02 3.749760e+02
10 1176     2.094336e+02 3.276288e+02
10 1177     1.841357e+02 4.130612e+02
10 1178     2.460000e+02 1.428000e+02
10 1183     2.861568e+02 3.309466e+02
10 1184     5.100000e+02 3.120000e+02
10 1185     2.404800e+02 2.966400e+02
10 1193     1.713600e+02 1.454400e+02
10 1195     3.283200e+02 4.507200e+02
10 1203     3.108000e+02 2.280000e+01
11 19     2.974041e+02 3.583182e+02
11 20     3.006720e+02 3.490560e+02
11 21     3.264000e+02 2.412000e+02
11 23     1.766707e+02 3.583181e+02
11 24     1.761731e+02 3.583181e+02
11 30     5.774400e+02 4.104000e+02
11 31     5.803200e+02 4.104000e+02
11 32     2.960000e+02 4.180000e+02
11 33     4.304794e+02 2.911335e+02
11 34     4.292353e+02 3.981313e+02
11 35     3.905668e+02 2.436564e+02
11 36     3.220000e+02 3.220000e+02
11 37     3.649536e+02 2.985985e+02
11 38     3.632948e+02 2.985985e+02
11 39     5.080000e+02 2.490000e+02
11 40     1.503360e+02 2.090880e+02
11 41     5.800000e+02 8.500000e+01
11 42     1.146618e+02 1.970750e+02
11 43     5.822670e+02 8.211457e+01
11 44     5.673371e+02 1.403413e+02
11 45     3.340000e+02 1.730000e+02
11 46     3.686400e+02 1.598400e+02
11 47     3.696000e+02 1.596000e+02
11 48     3.680640e+02 1.607040e+02
11 49     3.815424e+02 1.306368e+02
11 50     2.436564e+02 2.938209e+02
11 51     4.901991e+02 3.135284e+02
11 52     4.910400e+02 3.124800e+02
11 54     4.521600e+02 2.030400e+02
11 55     3.660000e+02 3.012000e+02
11 56     2.880000e+02 2.908800e+02
11 61     4.043521e+02 3.773953e+02
11 62     5.304000e+02 3.576000e+02
11 64     4.013163e+02 3.762341e+02
11 74     3.290000e+02 4.600000e+02
11 192     5.364000e+02 1.356000e+02
11 193     5.350000e+02 1.350000e+02
11 194     5.673600e+02 1.411200e+02
11 201     6.091200e+02 1.555200e+02
11 202     6.096000e+02 1.560000e+02
11 214     4.300000e+02 2.360000e+02
11 216     4.478977e+02 2.030470e+02
11 269     5.700000e+02 1.460000e+02
11 275     3.670273e+02 4.230145e+02
11 276     3.528000e+02 4.233600e+02
11 392     5.976000e+02 9.840000e+01
11 490     4.284000e+02 3.240000e+02
11 491     4.568557e+02 3.433882e+02
11 492     5.652000e+02 2.964000e+02
11 541     4.200000e+02 2.710000e+02
11 571     5.155200e+02 2.390400e+02
11 579     5.500000e+02 1.980000e+02
11 582     4.536000e+02 2.390400e+02
11 588     2.937600e+02 2.664000e+02
11 596     1.399680e+02 1.658880e+02
11 598     6.900000e+01 1.480000e+02
11 600     1.762560e+02 1.430784e+02
11 601     4.332000e+02 2.904000e+02
11 602     4.299818e+02 2.926265e+02
11 608     4.291200e+02 3.240000e+02
11 610     5.771520e+02 2.574720e+02
11 612     3.151873e+02 3.773953e+02
11 613     3.576960e+02 3.715201e+02
11 614     4.930000e+02 3.120000e+02
11 615     3.628801e+02 3.649536e+02
11 617     2.488320e+02 4.126465e+02
11 618     2.488320e+02 4.130612e+02
11 622     4.877108e+02 2.538087e+02
11 649     1.752000e+02 1.428000e+02
11 682     3.528000e+02 4.236000e+02
11 694     9.000000e+01 2.830000e+02
11 699     3.566592e+02 3.711744e+02
11 717     3.660000e+02 3.020000e+02
11 738     5.560000e+02 3.250000e+02
11 739     5.652000e+02 1.800000e+02
11 740     3.335040e+02 1.728000e+02
11 751     3.398400e+02 1.540800e+02
11 755     5.698254e+02 1.443226e+02
11 761     5.613651e+02 2.956125e+02
11 763     3.276288e+02 2.405376e+02
11 764     3.010000e+02 3.500000e+02
11 765     3.433882e+02 2.612737e+02
11 766     1.760000e+02 3.260000e+02
11 767     1.764000e+02 3.252000e+02
11 768     1.590000e+02 3.220000e+02
11 770     1.899086e+02 3.045704e+02
11 772     3.628801e+02 3.939841e+02
11 773     4.060000e+02 3.800000e+02
11 774     3.220000e+02 2.800000e+02
11 775     2.004000e+02 3.012000e+02
11 776     2.010000e+02 3.000000e+02
11 777     3.248640e+02 2.851200e+02
11 778     3.255552e+02 2.840833e+02
11 779     2.890000e+02 2.920000e+02
11 780     2.940000e+02 2.660000e+02
11 781     1.644000e+02 2.748000e+02
11 783     2.563200e+02 2.088000e+02
11 784     2.964000e+02 2.076000e+02
11 785     1.403413e+02 2.538087e+02
11 787     7.800000e+01 2.328000e+02
11 791     7.948801e+01 2.211840e+02
11 797     1.094861e+02 2.015540e+02
11 801     2.150000e+02 1.640000e+02
11 804     9.256552e+01 1.702011e+02
11 805     2.840000e+02 1.150000e+02
11 809     6.480000e+01 1.560000e+02
11 811     6.566401e+01 1.555200e+02
11 814     3.583181e+02 8.062158e+01
11 815     1.260000e+02 1.404000e+02
11 816     1.756800e+02 1.425600e+02
11 817     1.814400e+02 3.571200e+02
11 818     3.571200e+02 3.700800e+02
