# Dataset: TUM
# Sequence: fr1desk
# Camera translation noise std: 0.07 m
# Camera rotation noise std: 0 m
# Landmark location noise std: 0.0 m

63 2913 13514
517.306408 516.469215 318.64304 255.313989
0 1     3.410000e+02 3.260000e+02
13 915     3.556800e+02 4.132800e+02
13 916     3.552000e+02 4.140000e+02
13 924     4.046400e+02 3.038400e+02
13 929     2.811802e+02 3.757364e+02
13 930     2.820000e+02 3.756000e+02
13 931     2.808000e+02 3.772800e+02
13 942     1.175040e+02 4.008960e+02
13 944     1.582572e+02 3.792200e+02
13 946     1.883520e+02 3.352320e+02
13 959     2.060329e+02 1.313833e+02
13 965     1.504936e+02 1.397441e+02
13 967     1.907712e+02 3.338496e+02
13 968     1.886400e+02 3.326400e+02
13 969     2.974041e+02 3.224864e+02
13 970     2.592000e+02 3.131136e+02
13 971     1.137600e+02 3.470400e+02
13 973     5.546880e+02 4.354561e+02
13 977     4.044000e+02 3.060000e+02
13 978     1.779840e+02 3.870720e+02
13 979     1.783296e+02 3.856897e+02
13 980     4.210000e+02 3.230000e+02
13 981     1.872000e+02 3.840000e+02
13 982     4.204800e+02 3.225600e+02
13 985     1.656000e+02 3.708000e+02
13 987     3.960576e+02 4.022784e+02
13 988     1.200000e+02 3.540000e+02
13 989     3.168000e+02 3.996000e+02
13 992     1.812000e+02 3.540000e+02
13 993     3.110400e+02 3.974400e+02
13 994     1.140480e+02 3.462913e+02
13 995     1.814400e+02 3.525120e+02
13 997     6.739201e+01 3.576960e+02
13 998     6.600000e+01 3.550000e+02
13 1000     1.580000e+02 4.490000e+02
13 1001     3.160000e+02 4.320000e+02
13 1002     1.644000e+02 3.960000e+02
13 1029     1.389312e+02 2.467584e+02
13 1035     4.800000e+01 2.200000e+02
13 1036     3.456000e+02 2.194560e+02
13 1037     1.550000e+02 2.360000e+02
13 1038     9.072000e+01 2.491200e+02
13 1039     1.866240e+02 2.177280e+02
13 1040     2.194560e+02 2.021760e+02
13 1042     1.293927e+02 2.189722e+02
13 1045     1.210000e+02 2.020000e+02
13 1047     1.908000e+02 1.752000e+02
13 1048     7.776001e+01 2.712960e+02
13 1049     7.672321e+01 2.695680e+02
13 1050     1.589760e+02 2.782080e+02
13 1051     1.596672e+02 2.778624e+02
13 1052     1.105920e+02 2.816640e+02
13 1053     1.078272e+02 2.799360e+02
13 1054     1.392000e+02 2.472000e+02
13 1055     1.368576e+02 2.463437e+02
13 1056     1.396800e+02 2.476800e+02
13 1057     1.069978e+02 2.786919e+02
13 1058     1.555200e+02 2.363904e+02
13 1059     2.952000e+02 2.232000e+02
13 1060     1.755759e+02 2.221573e+02
13 1061     2.737152e+02 2.040423e+02
13 1062     1.283973e+02 2.209629e+02
13 1063     2.065306e+02 1.318810e+02
13 1064     1.293927e+02 2.139955e+02
13 1065     1.313833e+02 2.090189e+02
13 1066     3.470400e+02 1.612800e+02
13 1067     1.576600e+02 1.934918e+02
13 1068     2.125440e+02 1.555200e+02
13 1069     4.800000e+01 2.196000e+02
13 1073     2.786919e+02 1.020211e+02
13 1074     2.794882e+02 1.039123e+02
13 1075     4.800000e+02 2.700000e+02
13 1076     2.574720e+02 2.747520e+02
13 1077     2.587853e+02 2.737152e+02
13 1078     2.568000e+02 2.748000e+02
13 1081     2.938209e+02 2.615723e+02
13 1123     1.492992e+02 1.567642e+02
13 1124     1.512000e+02 1.540800e+02
13 1125     1.134674e+02 1.433273e+02
13 1257     2.940000e+02 3.276000e+02
13 1298     4.665601e+01 2.194560e+02
13 2580     2.654208e+02 3.587328e+02
13 2585     2.220000e+02 1.608000e+02
13 2589     2.692800e+02 2.635200e+02
13 2595     2.712269e+02 6.220801e+01
13 2601     2.189722e+02 2.015540e+02
13 2727     2.717246e+02 3.851920e+02
13 2728     3.628800e+02 3.939840e+02
13 2734     1.555200e+02 4.458240e+02
13 2752     2.606400e+02 3.427200e+02
13 2753     4.440960e+02 3.784320e+02
13 2756     2.779200e+02 9.792001e+01
13 2766     5.101057e+02 3.670273e+02
13 2776     4.802458e+02 2.687386e+02
13 2786     3.027456e+02 3.691009e+02
13 2794     5.097600e+02 3.772800e+02
13 2814     3.632948e+02 3.931546e+02
13 2819     2.352000e+02 2.832000e+02
13 2828     1.555200e+02 1.313280e+02
13 2897     2.600000e+02 7.100000e+01
14 20     3.877632e+02 3.670273e+02
14 28     2.293236e+02 4.013163e+02
14 32     4.260000e+02 4.512000e+02
14 33     5.101057e+02 2.513204e+02
14 39     3.856897e+02 3.276288e+02
14 40     4.155495e+02 2.836685e+02
14 41     4.150518e+02 2.836685e+02
14 42     5.230000e+02 1.780000e+02
14 43     1.036800e+02 2.626560e+02
14 48     2.940000e+02 1.524000e+02
14 49     3.300480e+02 1.244160e+02
14 51     3.284583e+02 1.269043e+02
14 52     3.160167e+02 8.957953e+01
14 54     5.374772e+02 2.538087e+02
14 56     2.363904e+02 3.566592e+02
14 58     4.176000e+02 2.851200e+02
14 59     3.297025e+02 3.048192e+02
14 64     5.080321e+02 3.545857e+02
14 66     5.052000e+02 2.652000e+02
14 188     5.904000e+02 8.784000e+01
14 210     4.044000e+02 1.332000e+02
14 225     5.011200e+02 5.616000e+01
14 395     5.690000e+02 4.600000e+01
14 574     5.275239e+02 2.911335e+02
14 575     5.928000e+02 2.112000e+02
14 586     5.774400e+02 1.411200e+02
14 625     4.944000e+02 2.340000e+02
14 643     1.944000e+02 1.344000e+02
14 648     1.797120e+02 1.054080e+02
14 666     4.840000e+02 1.880000e+02
14 680     4.727809e+01 2.090189e+02
14 686     5.088118e+02 2.508227e+02
14 688     4.956000e+02 3.444000e+02
14 689     4.632000e+02 3.888000e+02
14 690     4.953600e+02 3.441600e+02
14 692     4.233600e+02 3.939840e+02
14 696     4.320000e+02 3.960000e+02
14 697     4.304794e+02 3.956429e+02
14 698     4.550400e+02 3.700800e+02
14 727     5.909761e+02 4.292353e+02
14 729     3.027456e+02 1.244160e+02
14 733     2.770000e+02 4.100000e+01
14 734     1.440000e+02 1.068000e+02
14 735     2.028000e+02 8.040000e+01
14 737     2.950000e+02 1.520000e+02
14 738     7.100000e+01 1.680000e+02
14 739     1.935360e+02 1.330560e+02
14 740     4.006196e+02 1.343693e+02
14 741     1.741824e+02 1.244160e+02
14 744     1.517875e+02 8.709121e+01
14 745     1.410000e+02 8.400000e+01
14 756     2.544059e+02 3.726509e+02
14 771     2.460000e+02 4.128000e+02
14 772     2.010000e+02 4.060000e+02
14 773     2.289255e+02 4.031079e+02
14 774     4.150000e+02 4.240000e+02
14 775     4.872000e+02 4.296000e+02
14 776     2.664000e+02 3.852000e+02
14 777     2.661120e+02 3.853440e+02
14 778     2.676000e+02 3.672000e+02
14 779     1.180000e+02 3.610000e+02
14 780     2.363904e+02 3.583181e+02
14 781     4.801463e+02 3.977332e+02
14 782     2.380000e+02 3.560000e+02
14 783     6.428161e+01 3.898369e+02
14 784     5.425920e+02 3.853440e+02
14 785     6.200000e+01 3.900000e+02
14 787     6.240000e+01 3.900000e+02
14 788     4.564800e+02 2.520000e+02
14 789     4.561920e+02 2.522880e+02
14 790     4.560000e+02 2.532000e+02
14 791     1.824000e+02 3.456000e+02
14 792     4.553626e+02 3.682714e+02
14 793     5.070000e+02 3.620000e+02
14 794     4.670000e+02 2.830000e+02
14 795     3.732481e+02 2.329068e+02
14 796     3.708000e+02 3.552000e+02
14 797     6.800000e+01 2.830000e+02
14 798     2.793600e+02 3.240000e+02
14 799     3.040000e+02 2.980000e+02
14 800     3.036000e+02 2.976000e+02
14 801     3.024000e+02 2.966400e+02
14 802     3.024000e+02 2.972160e+02
14 803     3.970000e+02 3.350000e+02
14 804     3.972000e+02 3.348000e+02
14 805     2.580000e+02 3.130000e+02
14 806     2.508227e+02 3.117368e+02
14 808     2.318400e+02 2.419200e+02
14 809     1.260000e+02 3.192000e+02
14 810     4.170000e+02 2.860000e+02
14 811     2.436000e+02 2.760000e+02
14 812     4.170000e+02 2.090000e+02
14 813     2.448000e+02 2.184000e+02
14 814     3.172608e+02 2.156544e+02
14 815     6.004800e+02 2.433600e+02
14 816     2.070000e+02 2.620000e+02
14 818     1.940890e+02 2.562970e+02
14 829     5.374772e+02 3.045704e+02
14 831     6.012000e+02 2.436000e+02
14 833     2.944512e+02 1.513728e+02
14 847     4.603393e+02 8.294402e+01
14 854     5.897319e+02 2.115072e+02
14 855     3.697920e+02 2.332800e+02
14 857     3.873600e+02 3.686400e+02
14 859     2.280960e+02 4.008960e+02
14 860     2.280960e+02 4.002049e+02
14 861     2.001600e+02 4.060800e+02
14 864     4.752692e+02 3.906663e+02
14 865     4.769281e+02 3.960576e+02
14 866     5.083200e+02 3.556800e+02
14 868     2.367360e+02 3.576960e+02
14 870     3.642901e+02 2.836685e+02
14 871     3.628801e+02 2.820096e+02
14 872     3.300000e+02 3.060000e+02
14 877     2.894400e+02 2.030400e+02
14 879     1.804032e+02 2.633472e+02
14 893     2.239488e+02 1.134674e+02
14 912     7.257601e+01 1.658880e+02
14 914     2.571264e+02 4.375297e+02
14 915     4.561920e+02 3.663360e+02
14 924     4.924800e+02 2.332800e+02
14 929     3.642901e+02 3.374163e+02
14 942     1.940890e+02 4.031079e+02
14 958     2.011392e+02 7.879681e+01
14 966     1.182450e+02 1.039123e+02
14 967     2.509056e+02 3.110400e+02
14 968     2.557440e+02 3.127680e+02
14 969     3.654845e+02 2.830713e+02
14 971     1.693440e+02 3.421440e+02
14 974     4.956000e+02 4.344000e+02
14 977     4.939200e+02 2.332800e+02
14 979     2.562970e+02 3.732480e+02
14 980     5.136000e+02 2.496000e+02
14 981     2.664000e+02 3.672000e+02
14 982     5.114880e+02 2.505600e+02
14 983     5.076000e+02 3.624000e+02
14 984     1.987200e+02 3.643200e+02
14 985     2.376000e+02 3.564000e+02
14 986     2.179769e+02 3.523462e+02
14 987     4.955905e+02 3.442177e+02
14 988     1.785600e+02 3.470400e+02
14 990     4.110000e+02 3.580000e+02
14 991     2.480000e+02 3.350000e+02
14 992     2.484000e+02 3.348000e+02
14 993     4.084993e+02 3.566592e+02
14 994     1.721088e+02 3.400704e+02
14 995     2.488320e+02 3.317761e+02
14 996     1.719927e+02 3.404023e+02
14 997     1.194394e+02 3.642901e+02
14 998     1.180800e+02 3.614400e+02
14 999     1.192320e+02 3.628800e+02
14 1000     2.540000e+02 4.460000e+02
14 1001     4.240000e+02 3.930000e+02
14 1011     1.252800e+02 1.771200e+02
14 1012     4.765631e+02 1.863254e+02
14 1017     4.003200e+02 2.649600e+02
14 1018     3.851920e+02 3.284583e+02
14 1019     3.880000e+02 3.280000e+02
14 1021     1.908000e+02 2.304000e+02
14 1022     2.315520e+02 2.073600e+02
14 1023     3.352320e+02 2.488320e+02
14 1024     3.360000e+02 2.490000e+02
14 1025     4.292353e+02 1.555200e+02
14 1026     3.060000e+02 2.130000e+02
14 1027     1.416960e+02 2.453760e+02
14 1028     1.598400e+02 2.217600e+02
14 1029     1.617408e+02 2.239488e+02
14 1030     1.783296e+02 2.094336e+02
14 1031     8.957954e+01 2.364900e+02
14 1034     5.412097e+02 1.824768e+02
14 1036     3.832013e+02 1.567642e+02
14 1038     1.054080e+02 2.367360e+02
14 1039     2.073600e+02 1.824768e+02
14 1040     2.404800e+02 1.598400e+02
14 1042     1.368576e+02 1.891123e+02
14 1043     3.296527e+02 1.254114e+02
14 1045     1.236000e+02 1.776000e+02
14 1046     1.728000e+02 1.607040e+02
14 1047     1.944000e+02 1.339200e+02
14 1048     1.036800e+02 2.612737e+02
14 1049     1.020211e+02 2.612737e+02
14 1050     1.952640e+02 2.522880e+02
14 1053     1.393459e+02 2.687386e+02
14 1057     1.361609e+02 2.651554e+02
14 1059     3.254400e+02 1.684800e+02
14 1061     2.956125e+02 1.522852e+02
14 1063     1.990656e+02 8.211457e+01
14 1064     1.403413e+02 1.821451e+02
14 1070     1.642292e+02 1.582572e+02
14 1072     1.670400e+02 1.497600e+02
14 1075     5.412000e+02 1.860000e+02
14 1076     3.075840e+02 2.315520e+02
14 1077     3.085517e+02 2.314138e+02
14 1078     3.067200e+02 2.318400e+02
14 1080     3.060000e+02 2.124000e+02
14 1082     2.318400e+02 2.073600e+02
14 1098     2.730000e+02 8.600000e+01
14 1120     2.717246e+02 8.659355e+01
14 1123     1.433273e+02 1.218282e+02
14 1124     1.425600e+02 1.166400e+02
14 1125     9.206786e+01 1.119744e+02
14 1141     1.520640e+02 4.492800e+01
14 1149     3.398400e+02 3.240000e+02
14 1257     3.614400e+02 2.822400e+02
14 1294     8.985601e+01 3.628800e+01
14 1297     1.050000e+02 2.630000e+02
14 1298     4.561921e+01 2.094336e+02
14 2596     2.462400e+02 1.108800e+02
14 2600     1.065600e+02 2.361600e+02
14 2601     2.364900e+02 1.576600e+02
14 2735     6.013441e+01 3.960576e+02
14 2739     1.244160e+02 1.940890e+02
14 2743     2.937600e+02 1.520640e+02
14 2745     1.433273e+02 1.224254e+02
14 2746     1.970750e+02 9.674590e+01
14 2752     3.300480e+02 3.058560e+02
14 2753     5.374081e+02 3.093120e+02
14 2765     4.752000e+02 3.912000e+02
14 2810     4.950000e+02 2.340000e+02
14 2815     6.020000e+02 2.430000e+02
14 2819     2.856000e+02 2.436000e+02
14 2822     5.280000e+02 3.300000e+01
14 2825     1.617408e+02 2.239488e+02
14 2826     5.904000e+02 4.291200e+02
14 2828     1.365120e+02 8.985601e+01
14 2894     3.264000e+02 1.692000e+02
14 2896     3.081536e+02 2.293236e+02
14 2899     9.849601e+01 9.849601e+01
14 2912     5.990000e+02 2.960000e+02
15 22     3.630000e+02 2.280000e+02
15 28     2.627666e+02 4.060939e+02
15 29     2.652000e+02 4.092000e+02
15 30     6.091200e+02 2.707200e+02
15 31     6.096000e+02 2.712000e+02
15 33     4.802458e+02 2.289255e+02
15 39     3.844800e+02 3.139200e+02
15 40     3.991680e+02 2.712960e+02
15 41     3.981313e+02 2.712269e+02
15 43     1.019520e+02 2.937600e+02
15 49     2.868480e+02 1.330560e+02
15 50     2.882304e+02 1.327104e+02
15 51     2.861568e+02 1.343693e+02
15 56     2.592000e+02 3.628801e+02
15 58     4.008000e+02 2.724000e+02
15 64     4.914433e+02 3.214081e+02
15 67     4.897015e+02 3.224863e+02
15 78     5.460000e+02 2.580000e+02
15 308     4.976641e+02 3.773953e+02
15 309     4.890240e+02 3.870720e+02
15 354     4.200000e+02 5.300000e+01
15 502     4.786560e+02 3.801600e+01
15 548     5.300000e+02 5.000000e+01
15 572     4.932000e+02 2.664000e+02
15 575     5.284800e+02 1.857600e+02
15 612     4.375297e+02 1.741824e+02
15 625     4.680000e+02 2.148000e+02
15 633     2.989440e+02 1.503360e+02
15 642     1.540800e+02 1.540800e+02
15 643     1.536000e+02 1.560000e+02
15 648     1.313280e+02 1.296000e+02
15 653     7.166363e+01 9.256552e+01
15 660     3.834004e+02 1.254114e+02
15 664     3.060634e+02 2.065306e+02
15 677     2.806826e+02 8.957954e+01
15 697     4.354561e+02 3.649536e+02
15 701     3.941500e+02 3.613041e+02
15 702     3.996000e+02 4.428000e+02
15 711     5.004000e+02 4.368000e+02
15 712     5.673371e+01 4.001219e+02
15 713     2.363904e+02 4.147201e+02
15 715     3.300000e+01 3.100000e+02
15 716     5.904000e+01 3.110400e+02
15 722     4.371482e+02 3.654845e+02
15 723     2.174400e+02 3.110400e+02
15 730     9.555151e+01 1.433273e+02
15 731     3.048000e+02 9.840000e+01
15 738     3.000000e+01 2.016000e+02
15 739     1.537920e+02 1.537920e+02
15 741     1.254114e+02 1.504936e+02
15 743     3.456000e+01 1.454400e+02
15 745     7.800000e+01 1.080000e+02
15 746     4.926874e+02 3.856897e+02
15 747     2.592000e+02 3.179520e+02
15 748     5.016454e+02 3.762341e+02
15 749     5.697259e+02 3.726509e+02
15 750     4.821121e+02 2.280960e+02
15 751     4.176000e+02 2.220000e+02
15 753     2.784000e+02 2.760000e+02
15 754     5.246209e+02 3.442177e+02
15 755     4.512000e+02 3.420000e+02
15 756     2.794882e+02 3.726509e+02
15 757     1.896000e+02 3.612000e+02
15 758     4.810753e+02 4.250881e+02
15 759     3.151873e+02 3.504384e+02
15 760     3.283200e+02 3.369600e+02
15 761     3.297025e+02 3.379969e+02
15 762     5.303109e+02 4.048995e+02
15 771     2.820000e+02 4.140000e+02
15 772     2.380000e+02 4.160000e+02
15 774     4.300000e+02 3.960000e+02
15 775     4.890000e+02 3.870000e+02
15 776     2.928000e+02 3.840000e+02
15 777     2.920320e+02 3.853440e+02
15 778     2.900000e+02 3.680000e+02
15 779     1.428000e+02 3.888000e+02
15 780     2.587853e+02 3.632948e+02
15 781     4.729800e+02 3.619013e+02
15 782     2.600000e+02 3.630000e+02
15 783     9.123841e+01 4.250881e+02
15 786     5.250356e+02 3.433882e+02
15 787     9.206786e+01 4.255028e+02
15 788     4.389120e+02 2.350080e+02
15 789     4.396033e+02 2.343168e+02
15 791     2.030000e+02 3.620000e+02
15 792     4.503860e+02 3.408999e+02
15 793     4.910000e+02 3.270000e+02
15 794     4.500000e+02 2.620000e+02
15 795     3.632948e+02 2.289255e+02
15 796     3.768000e+02 3.408000e+02
15 797     7.400000e+01 3.200000e+02
15 798     2.916000e+02 3.264000e+02
15 799     3.060000e+02 2.980000e+02
15 800     3.060000e+02 2.988000e+02
15 801     3.052800e+02 2.980800e+02
15 802     3.027456e+02 2.965248e+02
15 803     3.960000e+02 3.180000e+02
15 804     3.960000e+02 3.182400e+02
15 805     2.680000e+02 3.200000e+02
15 806     2.615723e+02 3.189032e+02
15 808     2.304000e+02 2.563200e+02
15 809     1.344000e+02 3.468000e+02
15 810     4.010000e+02 2.720000e+02
15 817     1.389312e+02 2.654208e+02
15 818     1.881170e+02 2.717246e+02
15 819     3.196800e+02 2.145600e+02
15 820     1.522852e+02 2.926265e+02
15 829     5.026407e+02 2.762036e+02
15 830     5.038849e+02 2.757888e+02
15 831     5.400000e+02 2.140000e+02
15 844     2.574720e+02 1.382400e+02
15 854     5.225473e+02 1.851310e+02
15 859     2.609280e+02 4.060800e+02
15 860     2.633472e+02 4.064257e+02
15 861     2.376000e+02 4.152000e+02
15 862     3.690677e+02 3.260695e+02
15 864     4.707073e+02 3.545857e+02
15 865     4.734720e+02 3.576960e+02
15 866     4.908000e+02 3.204000e+02
15 871     3.525121e+02 2.757888e+02
15 877     2.724000e+02 2.112000e+02
15 879     1.762560e+02 2.840833e+02
15 892     2.032128e+02 1.555200e+02
15 893     1.816474e+02 1.318810e+02
15 910     2.139955e+02 5.225473e+01
15 924     4.665600e+02 2.145600e+02
15 927     4.536000e+02 2.721600e+02
15 929     3.682714e+02 3.259700e+02
15 930     3.670000e+02 3.270000e+02
15 931     3.657600e+02 3.283200e+02
15 942     2.329068e+02 4.150518e+02
15 945     2.592000e+02 3.628800e+02
15 967     2.633472e+02 3.193344e+02
15 969     3.547350e+02 2.759050e+02
15 970     3.179520e+02 2.747520e+02
15 971     1.900800e+02 3.611520e+02
15 974     4.956000e+02 3.900000e+02
15 976     4.180378e+02 2.149909e+02
15 978     2.840833e+02 3.711744e+02
15 979     2.811802e+02 3.732480e+02
15 980     4.831489e+02 2.280960e+02
15 981     2.880000e+02 3.686400e+02
15 982     4.838400e+02 2.275200e+02
15 983     4.896000e+02 3.264000e+02
15 985     2.592000e+02 3.628800e+02
15 987     4.769280e+02 3.127680e+02
15 989     4.118400e+02 3.355200e+02
15 990     4.130000e+02 3.360000e+02
15 991     2.640000e+02 3.410000e+02
15 992     2.640000e+02 3.408000e+02
15 993     4.105728e+02 3.338496e+02
15 997     1.433273e+02 3.911640e+02
15 998     1.425600e+02 3.888000e+02
15 999     1.434240e+02 3.905280e+02
15 1000     2.940000e+02 4.428000e+02
15 1001     4.320000e+02 3.650000e+02
15 1002     2.736000e+02 3.888000e+02
15 1010     5.016454e+02 2.723218e+02
15 1011     9.331201e+01 2.073600e+02
15 1012     4.354561e+02 1.741824e+02
15 1015     1.224254e+02 1.881170e+02
15 1019     3.850000e+02 3.140000e+02
15 1021     1.866240e+02 2.488320e+02
15 1022     2.217600e+02 2.203200e+02
15 1023     3.225600e+02 2.476800e+02
15 1024     3.230000e+02 2.490000e+02
15 1025     3.957120e+02 1.537920e+02
15 1026     2.880000e+02 2.180000e+02
15 1027     1.313280e+02 2.712960e+02
15 1028     1.454400e+02 2.462400e+02
15 1030     1.589760e+02 2.298240e+02
15 1031     7.166363e+01 2.651554e+02
15 1032     3.458765e+02 1.567642e+02
15 1037     1.584000e+02 2.292000e+02
15 1040     2.094336e+02 1.762560e+02
15 1041     2.911335e+02 1.741824e+02
15 1043     2.866545e+02 1.361609e+02
15 1059     2.920320e+02 1.745280e+02
15 1061     2.597807e+02 1.612432e+02
15 1065     9.853749e+01 2.090189e+02
15 1070     1.254114e+02 1.863254e+02
15 1071     1.264896e+02 1.741824e+02
15 1072     1.281600e+02 1.742400e+02
15 1078     2.937600e+02 2.361600e+02
15 1082     2.208000e+02 2.220000e+02
15 1106     4.095360e+02 2.522880e+02
15 1110     9.800000e+01 1.390000e+02
15 1124     9.538561e+01 1.430784e+02
15 1125     3.456000e+01 1.451520e+02
15 1126     8.640000e+01 6.624000e+01
15 1130     4.233600e+02 2.030400e+02
15 1131     1.169511e+02 2.065306e+02
15 1132     1.252800e+02 1.929600e+02
15 1133     1.612432e+02 1.791591e+02
15 1134     3.525120e+02 1.762560e+02
15 1135     9.455617e+01 1.443226e+02
15 1136     1.555200e+02 1.513728e+02
15 1137     1.960000e+02 1.310000e+02
15 1138     1.935360e+02 1.313280e+02
15 1139     2.779200e+02 9.504000e+01
15 1141     8.294402e+01 6.635521e+01
15 1198     1.283973e+02 1.283973e+02
15 1252     1.572000e+02 2.988000e+02
15 1254     1.492992e+02 2.597807e+02
15 1255     1.492992e+02 2.612737e+02
15 1256     4.305600e+02 2.635200e+02
15 1257     3.504000e+02 2.772000e+02
15 1258     4.031079e+02 1.731871e+02
15 1259     1.575936e+02 2.301696e+02
15 1260     3.960000e+02 1.540800e+02
15 1261     3.380000e+02 2.280000e+02
15 1262     3.384000e+02 2.280000e+02
15 1263     3.193344e+02 2.135808e+02
15 1266     3.800000e+02 1.630000e+02
15 1267     2.040423e+02 1.567642e+02
15 1268     2.006582e+02 2.078245e+02
15 1297     1.032000e+02 2.940000e+02
15 1460     1.540000e+02 1.560000e+02
15 2601     2.078245e+02 1.755759e+02
15 2728     4.458240e+02 3.144960e+02
15 2730     3.196800e+02 2.142720e+02
15 2731     1.306368e+02 2.695680e+02
15 2732     1.310400e+02 2.707200e+02
15 2733     7.879681e+01 2.674944e+02
15 2737     7.713793e+01 2.687386e+02
15 2743     2.592000e+02 1.624320e+02
15 2745     9.853749e+01 1.492992e+02
15 2746     1.469104e+02 1.146618e+02
15 2753     5.040000e+02 2.764800e+02
15 2759     5.520000e+02 2.256000e+02
15 2767     5.688000e+02 3.912000e+02
15 2797     4.269958e+02 3.941500e+02
15 2811     4.737600e+02 3.571200e+02
15 2825     1.451520e+02 2.467584e+02
15 2827     9.648000e+01 1.411200e+02
15 2901     5.797786e+02 3.707597e+02
16 19     4.299818e+02 3.583182e+02
16 28     3.224863e+02 4.060939e+02
16 30     5.961600e+02 2.626560e+02
16 31     5.971969e+02 2.612737e+02
16 36     8.300000e+01 3.240000e+02
16 37     6.200000e+01 3.200000e+02
16 39     4.132800e+02 3.168000e+02
16 40     4.200000e+02 2.784000e+02
16 43     1.617408e+02 3.209933e+02
16 48     2.760000e+02 1.896000e+02
16 49     2.980800e+02 1.598400e+02
16 50     2.989440e+02 1.607040e+02
16 52     2.687386e+02 1.318810e+02
16 56     3.151873e+02 3.691009e+02
16 58     4.199041e+02 2.782080e+02
16 64     5.051290e+02 3.160167e+02
16 67     5.052286e+02 3.153200e+02
16 209     3.585600e+02 1.569600e+02
16 210     3.588000e+02 1.572000e+02
16 308     5.184001e+02 3.628801e+02
16 309     5.124000e+02 3.732000e+02
16 450     4.430000e+02 8.600000e+01
16 525     4.682881e+02 1.054080e+02
16 572     4.992000e+02 2.676000e+02
16 575     5.190000e+02 1.940000e+02
16 601     3.628800e+02 1.952640e+02
16 612     4.423680e+02 1.900800e+02
16 660     3.905668e+02 1.469104e+02
16 664     3.309466e+02 2.264371e+02
16 683     7.166363e+01 2.418647e+02
16 696     4.651200e+02 3.585600e+02
16 697     4.648320e+02 3.594240e+02
16 702     4.458240e+02 4.302720e+02
16 711     5.316000e+02 4.152000e+02
16 712     1.433273e+02 4.180378e+02
16 713     3.006720e+02 4.164480e+02
16 714     2.810000e+02 4.070000e+02
16 715     1.060000e+02 3.390000e+02
16 716     1.310400e+02 3.384000e+02
16 717     8.280000e+01 3.240000e+02
16 718     3.612000e+02 3.576000e+02
16 719     3.614400e+02 3.556800e+02
16 720     4.924800e+02 3.960000e+02
16 721     3.320000e+02 3.410000e+02
16 722     4.658136e+02 3.583182e+02
16 723     2.688000e+02 3.264000e+02
16 724     3.240000e+02 3.324000e+02
16 726     3.214081e+02 3.317761e+02
16 727     5.774400e+02 3.528000e+02
16 728     4.370000e+02 2.340000e+02
16 730     1.254114e+02 1.881170e+02
16 738     7.080000e+01 2.424000e+02
16 742     3.160000e+02 1.360000e+02
16 743     6.360000e+01 1.872000e+02
16 744     1.119744e+02 1.517875e+02
16 746     5.163265e+02 3.732480e+02
16 748     5.231445e+02 3.619013e+02
16 749     5.792810e+02 3.553322e+02
16 750     4.924800e+02 2.347200e+02
16 751     4.356000e+02 2.352000e+02
16 752     4.329677e+02 2.363904e+02
16 753     3.190000e+02 2.910000e+02
16 754     5.374081e+02 3.335040e+02
16 755     4.740000e+02 3.370000e+02
16 756     3.344303e+02 3.762341e+02
16 757     2.530000e+02 3.730000e+02
16 758     5.132161e+02 4.078080e+02
16 760     3.715200e+02 3.427200e+02
16 762     5.494211e+02 3.851920e+02
16 771     3.430000e+02 4.120000e+02
16 772     3.040000e+02 4.170000e+02
16 773     3.234817e+02 4.055962e+02
16 778     3.420000e+02 3.720000e+02
16 779     2.160000e+02 4.026240e+02
16 780     3.135284e+02 3.707597e+02
16 781     4.926874e+02 3.523462e+02
16 784     5.376000e+02 3.312000e+02
16 785     1.710000e+02 4.400000e+02
16 786     5.391360e+02 3.317761e+02
16 787     1.713600e+02 4.392000e+02
16 788     4.560000e+02 2.448000e+02
16 789     4.564800e+02 2.448000e+02
16 790     4.570000e+02 2.450000e+02
16 792     4.748545e+02 3.359232e+02
16 806     3.075564e+02 3.314443e+02
16 814     3.265920e+02 2.419200e+02
16 819     3.420000e+02 2.328000e+02
16 821     2.678400e+02 2.177280e+02
16 829     5.076173e+02 2.737152e+02
16 830     5.080321e+02 2.737152e+02
16 838     2.712000e+02 1.668000e+02
16 844     2.712960e+02 1.676160e+02
16 851     1.416960e+02 1.607040e+02
16 854     5.163265e+02 1.928448e+02
16 859     3.231360e+02 4.078080e+02
16 860     3.234817e+02 4.064257e+02
16 861     3.036000e+02 4.176000e+02
16 862     4.048995e+02 3.296527e+02
16 863     2.938209e+02 3.798173e+02
16 864     4.924800e+02 3.473280e+02
16 866     5.070000e+02 3.160000e+02
16 871     3.794688e+02 2.861568e+02
16 877     3.024000e+02 2.328000e+02
16 879     2.260224e+02 3.048192e+02
16 912     7.257601e+01 2.405376e+02
16 919     3.024000e+02 2.332800e+02
16 929     4.022784e+02 3.276288e+02
16 930     4.000000e+02 3.310000e+02
16 931     3.996000e+02 3.312000e+02
16 942     3.006720e+02 4.147201e+02
16 967     3.110400e+02 3.317760e+02
16 969     3.792200e+02 2.836685e+02
16 970     3.513600e+02 2.865600e+02
16 972     5.011200e+01 3.853440e+02
16 975     5.198400e+02 3.700800e+02
16 976     4.329678e+02 2.239488e+02
16 978     3.386880e+02 3.749760e+02
16 979     3.359232e+02 3.782247e+02
