# Dataset: TUM
# Sequence: fr1desk
# First orb kf index 2
# Camera translation noise std: 0.02 m
# Camera rotation noise std: 0.0 m
# Landmark location noise std: 0.0 m
# Landmarks initialised with av depth: 1.0 m

63 2869 13298
517.306408 516.469215 318.64304 255.313989
0 0     5.460480e+02 1.658880e+02
13 903     5.114880e+02 2.505600e+02
13 904     5.076000e+02 3.624000e+02
13 905     1.987200e+02 3.643200e+02
13 906     2.376000e+02 3.564000e+02
13 907     2.179769e+02 3.523462e+02
13 908     4.955905e+02 3.442177e+02
13 909     1.785600e+02 3.470400e+02
13 911     4.110000e+02 3.580000e+02
13 912     2.480000e+02 3.350000e+02
13 913     2.484000e+02 3.348000e+02
13 914     4.084993e+02 3.566592e+02
13 915     1.721088e+02 3.400704e+02
13 916     2.488320e+02 3.317761e+02
13 917     1.719927e+02 3.404023e+02
13 918     1.194394e+02 3.642901e+02
13 919     1.180800e+02 3.614400e+02
13 920     1.192320e+02 3.628800e+02
13 921     2.540000e+02 4.460000e+02
13 922     4.240000e+02 3.930000e+02
13 932     1.252800e+02 1.771200e+02
13 933     4.765631e+02 1.863254e+02
13 938     4.003200e+02 2.649600e+02
13 939     3.851920e+02 3.284583e+02
13 940     3.880000e+02 3.280000e+02
13 942     1.908000e+02 2.304000e+02
13 943     2.315520e+02 2.073600e+02
13 944     3.352320e+02 2.488320e+02
13 945     3.360000e+02 2.490000e+02
13 946     4.292353e+02 1.555200e+02
13 947     3.060000e+02 2.130000e+02
13 948     1.416960e+02 2.453760e+02
13 949     1.598400e+02 2.217600e+02
13 950     1.617408e+02 2.239488e+02
13 951     1.783296e+02 2.094336e+02
13 952     8.957954e+01 2.364900e+02
13 955     5.412097e+02 1.824768e+02
13 957     3.832013e+02 1.567642e+02
13 959     1.054080e+02 2.367360e+02
13 960     2.073600e+02 1.824768e+02
13 961     2.404800e+02 1.598400e+02
13 963     1.368576e+02 1.891123e+02
13 964     3.296527e+02 1.254114e+02
13 966     1.236000e+02 1.776000e+02
13 967     1.728000e+02 1.607040e+02
13 968     1.944000e+02 1.339200e+02
13 969     1.036800e+02 2.612737e+02
13 970     1.020211e+02 2.612737e+02
13 971     1.952640e+02 2.522880e+02
13 974     1.393459e+02 2.687386e+02
13 978     1.361609e+02 2.651554e+02
13 980     3.254400e+02 1.684800e+02
13 982     2.956125e+02 1.522852e+02
13 984     1.990656e+02 8.211457e+01
13 985     1.403413e+02 1.821451e+02
13 991     1.642292e+02 1.582572e+02
13 993     1.670400e+02 1.497600e+02
13 996     5.412000e+02 1.860000e+02
13 997     3.075840e+02 2.315520e+02
13 998     3.085517e+02 2.314138e+02
13 999     3.067200e+02 2.318400e+02
13 1001     3.060000e+02 2.124000e+02
13 1003     2.318400e+02 2.073600e+02
13 1019     2.730000e+02 8.600000e+01
13 1041     2.717246e+02 8.659355e+01
13 1044     1.433273e+02 1.218282e+02
13 1045     1.425600e+02 1.166400e+02
13 1046     9.206786e+01 1.119744e+02
13 1062     1.520640e+02 4.492800e+01
13 1070     3.398400e+02 3.240000e+02
13 1178     3.614400e+02 2.822400e+02
13 1215     8.985601e+01 3.628800e+01
13 1218     1.050000e+02 2.630000e+02
13 1219     4.561921e+01 2.094336e+02
13 2525     2.462400e+02 1.108800e+02
13 2529     1.065600e+02 2.361600e+02
13 2531     2.364900e+02 1.576600e+02
13 2678     6.013441e+01 3.960576e+02
13 2689     1.244160e+02 1.940890e+02
13 2693     2.937600e+02 1.520640e+02
13 2695     1.433273e+02 1.224254e+02
13 2696     1.970750e+02 9.674590e+01
13 2702     3.300480e+02 3.058560e+02
13 2704     5.374081e+02 3.093120e+02
13 2720     4.752000e+02 3.912000e+02
13 2765     4.950000e+02 2.340000e+02
13 2771     6.020000e+02 2.430000e+02
13 2775     2.856000e+02 2.436000e+02
13 2778     5.280000e+02 3.300000e+01
13 2781     1.617408e+02 2.239488e+02
13 2782     5.904000e+02 4.291200e+02
13 2784     1.365120e+02 8.985601e+01
13 2850     3.264000e+02 1.692000e+02
13 2852     3.081536e+02 2.293236e+02
13 2855     9.849601e+01 9.849601e+01
13 2868     5.990000e+02 2.960000e+02
14 22     3.630000e+02 2.280000e+02
14 28     2.627666e+02 4.060939e+02
14 29     2.652000e+02 4.092000e+02
14 30     6.091200e+02 2.707200e+02
14 31     6.096000e+02 2.712000e+02
14 33     4.802458e+02 2.289255e+02
14 39     3.844800e+02 3.139200e+02
14 40     3.991680e+02 2.712960e+02
14 41     3.981313e+02 2.712269e+02
14 43     1.019520e+02 2.937600e+02
14 50     2.868480e+02 1.330560e+02
14 51     2.882304e+02 1.327104e+02
14 52     2.861568e+02 1.343693e+02
14 57     2.592000e+02 3.628801e+02
14 59     4.008000e+02 2.724000e+02
14 65     4.914433e+02 3.214081e+02
14 68     4.897015e+02 3.224863e+02
14 79     5.460000e+02 2.580000e+02
14 279     4.976641e+02 3.773953e+02
14 280     4.890240e+02 3.870720e+02
14 317     4.200000e+02 5.300000e+01
14 439     4.786560e+02 3.801600e+01
14 475     5.300000e+02 5.000000e+01
14 494     4.932000e+02 2.664000e+02
14 497     5.284800e+02 1.857600e+02
14 533     4.375297e+02 1.741824e+02
14 546     4.680000e+02 2.148000e+02
14 554     2.989440e+02 1.503360e+02
14 563     1.540800e+02 1.540800e+02
14 564     1.536000e+02 1.560000e+02
14 569     1.313280e+02 1.296000e+02
14 574     7.166363e+01 9.256552e+01
14 581     3.834004e+02 1.254114e+02
14 585     3.060634e+02 2.065306e+02
14 598     2.806826e+02 8.957954e+01
14 618     4.354561e+02 3.649536e+02
14 622     3.941500e+02 3.613041e+02
14 623     3.996000e+02 4.428000e+02
14 632     5.004000e+02 4.368000e+02
14 633     5.673371e+01 4.001219e+02
14 634     2.363904e+02 4.147201e+02
14 636     3.300000e+01 3.100000e+02
14 637     5.904000e+01 3.110400e+02
14 643     4.371482e+02 3.654845e+02
14 644     2.174400e+02 3.110400e+02
14 651     9.555151e+01 1.433273e+02
14 652     3.048000e+02 9.840000e+01
14 659     3.000000e+01 2.016000e+02
14 660     1.537920e+02 1.537920e+02
14 662     1.254114e+02 1.504936e+02
14 664     3.456000e+01 1.454400e+02
14 666     7.800000e+01 1.080000e+02
14 667     4.926874e+02 3.856897e+02
14 668     2.592000e+02 3.179520e+02
14 669     5.016454e+02 3.762341e+02
14 670     5.697259e+02 3.726509e+02
14 671     4.821121e+02 2.280960e+02
14 672     4.176000e+02 2.220000e+02
14 674     2.784000e+02 2.760000e+02
14 675     5.246209e+02 3.442177e+02
14 676     4.512000e+02 3.420000e+02
14 677     2.794882e+02 3.726509e+02
14 678     1.896000e+02 3.612000e+02
14 679     4.810753e+02 4.250881e+02
14 680     3.151873e+02 3.504384e+02
14 681     3.283200e+02 3.369600e+02
14 682     3.297025e+02 3.379969e+02
14 683     5.303109e+02 4.048995e+02
14 692     2.820000e+02 4.140000e+02
14 693     2.380000e+02 4.160000e+02
14 695     4.300000e+02 3.960000e+02
14 696     4.890000e+02 3.870000e+02
14 697     2.928000e+02 3.840000e+02
14 698     2.920320e+02 3.853440e+02
14 699     2.900000e+02 3.680000e+02
14 700     1.428000e+02 3.888000e+02
14 701     2.587853e+02 3.632948e+02
14 702     4.729800e+02 3.619013e+02
14 703     2.600000e+02 3.630000e+02
14 704     9.123841e+01 4.250881e+02
14 707     5.250356e+02 3.433882e+02
14 708     9.206786e+01 4.255028e+02
14 709     4.389120e+02 2.350080e+02
14 710     4.396033e+02 2.343168e+02
14 712     2.030000e+02 3.620000e+02
14 713     4.503860e+02 3.408999e+02
14 714     4.910000e+02 3.270000e+02
14 715     4.500000e+02 2.620000e+02
14 716     3.632948e+02 2.289255e+02
14 717     3.768000e+02 3.408000e+02
14 718     7.400000e+01 3.200000e+02
14 719     2.916000e+02 3.264000e+02
14 720     3.060000e+02 2.980000e+02
14 721     3.060000e+02 2.988000e+02
14 722     3.052800e+02 2.980800e+02
14 723     3.027456e+02 2.965248e+02
14 724     3.960000e+02 3.180000e+02
14 725     3.960000e+02 3.182400e+02
14 726     2.680000e+02 3.200000e+02
14 727     2.615723e+02 3.189032e+02
14 729     2.304000e+02 2.563200e+02
14 730     1.344000e+02 3.468000e+02
14 731     4.010000e+02 2.720000e+02
14 738     1.389312e+02 2.654208e+02
14 739     1.881170e+02 2.717246e+02
14 740     3.196800e+02 2.145600e+02
14 741     1.522852e+02 2.926265e+02
14 750     5.026407e+02 2.762036e+02
14 751     5.038849e+02 2.757888e+02
14 752     5.400000e+02 2.140000e+02
14 765     2.574720e+02 1.382400e+02
14 775     5.225473e+02 1.851310e+02
14 780     2.609280e+02 4.060800e+02
14 781     2.633472e+02 4.064257e+02
14 782     2.376000e+02 4.152000e+02
14 783     3.690677e+02 3.260695e+02
14 785     4.707073e+02 3.545857e+02
14 786     4.734720e+02 3.576960e+02
14 787     4.908000e+02 3.204000e+02
14 792     3.525121e+02 2.757888e+02
14 798     2.724000e+02 2.112000e+02
14 800     1.762560e+02 2.840833e+02
14 813     2.032128e+02 1.555200e+02
14 814     1.816474e+02 1.318810e+02
14 831     2.139955e+02 5.225473e+01
14 845     4.665600e+02 2.145600e+02
14 848     4.536000e+02 2.721600e+02
14 850     3.682714e+02 3.259700e+02
14 851     3.670000e+02 3.270000e+02
14 852     3.657600e+02 3.283200e+02
14 863     2.329068e+02 4.150518e+02
14 866     2.592000e+02 3.628800e+02
14 888     2.633472e+02 3.193344e+02
14 890     3.547350e+02 2.759050e+02
14 891     3.179520e+02 2.747520e+02
14 892     1.900800e+02 3.611520e+02
14 895     4.956000e+02 3.900000e+02
14 897     4.180378e+02 2.149909e+02
14 899     2.840833e+02 3.711744e+02
14 900     2.811802e+02 3.732480e+02
14 901     4.831489e+02 2.280960e+02
14 902     2.880000e+02 3.686400e+02
14 903     4.838400e+02 2.275200e+02
14 904     4.896000e+02 3.264000e+02
14 906     2.592000e+02 3.628800e+02
14 908     4.769280e+02 3.127680e+02
14 910     4.118400e+02 3.355200e+02
14 911     4.130000e+02 3.360000e+02
14 912     2.640000e+02 3.410000e+02
14 913     2.640000e+02 3.408000e+02
14 914     4.105728e+02 3.338496e+02
14 918     1.433273e+02 3.911640e+02
14 919     1.425600e+02 3.888000e+02
14 920     1.434240e+02 3.905280e+02
14 921     2.940000e+02 4.428000e+02
14 922     4.320000e+02 3.650000e+02
14 923     2.736000e+02 3.888000e+02
14 931     5.016454e+02 2.723218e+02
14 932     9.331201e+01 2.073600e+02
14 933     4.354561e+02 1.741824e+02
14 936     1.224254e+02 1.881170e+02
14 940     3.850000e+02 3.140000e+02
14 942     1.866240e+02 2.488320e+02
14 943     2.217600e+02 2.203200e+02
14 944     3.225600e+02 2.476800e+02
14 945     3.230000e+02 2.490000e+02
14 946     3.957120e+02 1.537920e+02
14 947     2.880000e+02 2.180000e+02
14 948     1.313280e+02 2.712960e+02
14 949     1.454400e+02 2.462400e+02
14 951     1.589760e+02 2.298240e+02
14 952     7.166363e+01 2.651554e+02
14 953     3.458765e+02 1.567642e+02
14 958     1.584000e+02 2.292000e+02
14 961     2.094336e+02 1.762560e+02
14 962     2.911335e+02 1.741824e+02
14 964     2.866545e+02 1.361609e+02
14 980     2.920320e+02 1.745280e+02
14 982     2.597807e+02 1.612432e+02
14 986     9.853749e+01 2.090189e+02
14 991     1.254114e+02 1.863254e+02
14 992     1.264896e+02 1.741824e+02
14 993     1.281600e+02 1.742400e+02
14 999     2.937600e+02 2.361600e+02
14 1003     2.208000e+02 2.220000e+02
14 1027     4.095360e+02 2.522880e+02
14 1031     9.800000e+01 1.390000e+02
14 1045     9.538561e+01 1.430784e+02
14 1046     3.456000e+01 1.451520e+02
14 1047     8.640000e+01 6.624000e+01
14 1051     4.233600e+02 2.030400e+02
14 1052     1.169511e+02 2.065306e+02
14 1053     1.252800e+02 1.929600e+02
14 1054     1.612432e+02 1.791591e+02
14 1055     3.525120e+02 1.762560e+02
14 1056     9.455617e+01 1.443226e+02
14 1057     1.555200e+02 1.513728e+02
14 1058     1.960000e+02 1.310000e+02
14 1059     1.935360e+02 1.313280e+02
14 1060     2.779200e+02 9.504000e+01
14 1062     8.294402e+01 6.635521e+01
14 1119     1.283973e+02 1.283973e+02
14 1173     1.572000e+02 2.988000e+02
14 1175     1.492992e+02 2.597807e+02
14 1176     1.492992e+02 2.612737e+02
14 1177     4.305600e+02 2.635200e+02
14 1178     3.504000e+02 2.772000e+02
14 1179     4.031079e+02 1.731871e+02
14 1180     1.575936e+02 2.301696e+02
14 1181     3.960000e+02 1.540800e+02
14 1182     3.380000e+02 2.280000e+02
14 1183     3.384000e+02 2.280000e+02
14 1184     3.193344e+02 2.135808e+02
14 1187     3.800000e+02 1.630000e+02
14 1188     2.040423e+02 1.567642e+02
14 1189     2.006582e+02 2.078245e+02
14 1218     1.032000e+02 2.940000e+02
14 1381     1.540000e+02 1.560000e+02
14 2531     2.078245e+02 1.755759e+02
14 2666     4.458240e+02 3.144960e+02
14 2669     3.196800e+02 2.142720e+02
14 2670     1.306368e+02 2.695680e+02
14 2671     1.310400e+02 2.707200e+02
14 2672     7.879681e+01 2.674944e+02
14 2687     7.713793e+01 2.687386e+02
14 2693     2.592000e+02 1.624320e+02
14 2695     9.853749e+01 1.492992e+02
14 2696     1.469104e+02 1.146618e+02
14 2704     5.040000e+02 2.764800e+02
14 2713     5.520000e+02 2.256000e+02
14 2722     5.688000e+02 3.912000e+02
14 2752     4.269958e+02 3.941500e+02
14 2766     4.737600e+02 3.571200e+02
14 2781     1.451520e+02 2.467584e+02
14 2783     9.648000e+01 1.411200e+02
14 2857     5.797786e+02 3.707597e+02
15 19     4.299818e+02 3.583182e+02
15 28     3.224863e+02 4.060939e+02
15 30     5.961600e+02 2.626560e+02
15 31     5.971969e+02 2.612737e+02
15 36     8.300000e+01 3.240000e+02
15 37     6.200000e+01 3.200000e+02
15 39     4.132800e+02 3.168000e+02
15 40     4.200000e+02 2.784000e+02
15 43     1.617408e+02 3.209933e+02
15 48     2.760000e+02 1.896000e+02
15 50     2.980800e+02 1.598400e+02
15 51     2.989440e+02 1.607040e+02
15 53     2.687386e+02 1.318810e+02
15 57     3.151873e+02 3.691009e+02
15 59     4.199041e+02 2.782080e+02
15 65     5.051290e+02 3.160167e+02
15 68     5.052286e+02 3.153200e+02
15 182     3.585600e+02 1.569600e+02
15 183     3.588000e+02 1.572000e+02
15 279     5.184001e+02 3.628801e+02
15 280     5.124000e+02 3.732000e+02
15 397     4.430000e+02 8.600000e+01
15 460     4.682881e+02 1.054080e+02
15 494     4.992000e+02 2.676000e+02
15 497     5.190000e+02 1.940000e+02
15 522     3.628800e+02 1.952640e+02
15 533     4.423680e+02 1.900800e+02
15 581     3.905668e+02 1.469104e+02
15 585     3.309466e+02 2.264371e+02
15 604     7.166363e+01 2.418647e+02
15 617     4.651200e+02 3.585600e+02
15 618     4.648320e+02 3.594240e+02
15 623     4.458240e+02 4.302720e+02
15 632     5.316000e+02 4.152000e+02
15 633     1.433273e+02 4.180378e+02
15 634     3.006720e+02 4.164480e+02
15 635     2.810000e+02 4.070000e+02
15 636     1.060000e+02 3.390000e+02
15 637     1.310400e+02 3.384000e+02
15 638     8.280000e+01 3.240000e+02
15 639     3.612000e+02 3.576000e+02
15 640     3.614400e+02 3.556800e+02
15 641     4.924800e+02 3.960000e+02
15 642     3.320000e+02 3.410000e+02
15 643     4.658136e+02 3.583182e+02
15 644     2.688000e+02 3.264000e+02
15 645     3.240000e+02 3.324000e+02
15 647     3.214081e+02 3.317761e+02
15 648     5.774400e+02 3.528000e+02
15 649     4.370000e+02 2.340000e+02
15 651     1.254114e+02 1.881170e+02
15 659     7.080000e+01 2.424000e+02
15 663     3.160000e+02 1.360000e+02
15 664     6.360000e+01 1.872000e+02
15 665     1.119744e+02 1.517875e+02
15 667     5.163265e+02 3.732480e+02
15 669     5.231445e+02 3.619013e+02
15 670     5.792810e+02 3.553322e+02
15 671     4.924800e+02 2.347200e+02
15 672     4.356000e+02 2.352000e+02
15 673     4.329677e+02 2.363904e+02
15 674     3.190000e+02 2.910000e+02
15 675     5.374081e+02 3.335040e+02
15 676     4.740000e+02 3.370000e+02
15 677     3.344303e+02 3.762341e+02
15 678     2.530000e+02 3.730000e+02
15 679     5.132161e+02 4.078080e+02
15 681     3.715200e+02 3.427200e+02
15 683     5.494211e+02 3.851920e+02
15 692     3.430000e+02 4.120000e+02
15 693     3.040000e+02 4.170000e+02
15 694     3.234817e+02 4.055962e+02
15 699     3.420000e+02 3.720000e+02
15 700     2.160000e+02 4.026240e+02
15 701     3.135284e+02 3.707597e+02
15 702     4.926874e+02 3.523462e+02
15 705     5.376000e+02 3.312000e+02
15 706     1.710000e+02 4.400000e+02
15 707     5.391360e+02 3.317761e+02
15 708     1.713600e+02 4.392000e+02
15 709     4.560000e+02 2.448000e+02
15 710     4.564800e+02 2.448000e+02
15 711     4.570000e+02 2.450000e+02
15 713     4.748545e+02 3.359232e+02
15 727     3.075564e+02 3.314443e+02
15 735     3.265920e+02 2.419200e+02
15 740     3.420000e+02 2.328000e+02
15 742     2.678400e+02 2.177280e+02
15 750     5.076173e+02 2.737152e+02
15 751     5.080321e+02 2.737152e+02
15 759     2.712000e+02 1.668000e+02
15 765     2.712960e+02 1.676160e+02
15 772     1.416960e+02 1.607040e+02
15 775     5.163265e+02 1.928448e+02
15 780     3.231360e+02 4.078080e+02
15 781     3.234817e+02 4.064257e+02
15 782     3.036000e+02 4.176000e+02
15 783     4.048995e+02 3.296527e+02
15 784     2.938209e+02 3.798173e+02
15 785     4.924800e+02 3.473280e+02
15 787     5.070000e+02 3.160000e+02
15 792     3.794688e+02 2.861568e+02
15 798     3.024000e+02 2.328000e+02
15 800     2.260224e+02 3.048192e+02
15 833     7.257601e+01 2.405376e+02
15 840     3.024000e+02 2.332800e+02
15 850     4.022784e+02 3.276288e+02
15 851     4.000000e+02 3.310000e+02
15 852     3.996000e+02 3.312000e+02
15 863     3.006720e+02 4.147201e+02
15 888     3.110400e+02 3.317760e+02
15 890     3.792200e+02 2.836685e+02
15 891     3.513600e+02 2.865600e+02
15 893     5.011200e+01 3.853440e+02
15 896     5.198400e+02 3.700800e+02
15 897     4.329678e+02 2.239488e+02
15 899     3.386880e+02 3.749760e+02
15 900     3.359232e+02 3.782247e+02
15 902     3.398400e+02 3.729600e+02
15 907     2.956125e+02 3.702621e+02
15 910     4.416000e+02 3.348000e+02
15 914     4.389120e+02 3.352320e+02
15 915     2.529792e+02 3.711744e+02
15 916     3.144960e+02 3.490560e+02
15 917     2.538087e+02 3.707597e+02
15 919     2.164839e+02 4.031079e+02
15 920     2.177280e+02 4.022784e+02
15 921     3.550000e+02 4.370000e+02
15 922     4.630000e+02 3.590000e+02
15 926     5.371200e+02 3.312000e+02
15 928     1.310400e+02 2.980800e+02
15 929     2.214605e+02 2.388788e+02
15 931     5.088118e+02 2.723218e+02
15 932     1.324800e+02 2.404800e+02
15 933     4.420800e+02 1.900800e+02
15 934     3.881780e+02 1.492992e+02
15 935     4.320000e+02 2.160000e+02
15 936     1.592525e+02 2.214605e+02
15 937     4.100000e+02 2.650000e+02
15 938     4.092000e+02 2.652000e+02
15 939     4.126465e+02 3.172608e+02
15 940     4.128000e+02 3.180000e+02
15 943     2.609280e+02 2.453760e+02
15 944     3.499200e+02 2.620800e+02
15 945     3.510000e+02 2.630000e+02
15 955     4.769280e+02 1.797120e+02
15 961     2.363904e+02 2.065306e+02
15 962     3.089664e+02 1.969920e+02
15 964     2.985985e+02 1.612432e+02
15 965     1.347840e+02 2.419200e+02
15 966     1.320000e+02 2.412000e+02
15 980     3.081600e+02 1.972800e+02
15 986     1.368576e+02 2.413671e+02
15 987     3.067200e+02 1.267200e+02
15 991     1.582572e+02 2.209629e+02
15 992     1.607040e+02 2.142720e+02
15 1003     2.604000e+02 2.472000e+02
15 1008     3.117368e+02 2.006582e+02
15 1019     2.289600e+02 1.339200e+02
15 1039     2.263680e+02 1.468800e+02
15 1041     2.289255e+02 1.343693e+02
15 1044     1.218282e+02 1.899086e+02
15 1045     1.244160e+02 1.814400e+02
15 1046     6.220801e+01 1.916007e+02
15 1050     2.145600e+02 2.304000e+02
15 1051     4.320000e+02 2.160000e+02
15 1052     1.555200e+02 2.363904e+02
15 1054     1.911030e+02 2.090189e+02
15 1055     3.628800e+02 1.944000e+02
15 1056     1.244160e+02 1.804032e+02
15 1057     1.804032e+02 1.866240e+02
15 1058     2.130000e+02 1.630000e+02
15 1059     2.102400e+02 1.641600e+02
15 1060     2.808000e+02 1.252800e+02
15 1061     3.081536e+02 1.218282e+02
15 1062     9.504001e+01 1.105920e+02
15 1173     2.088000e+02 3.228000e+02
15 1174     2.090880e+02 3.214080e+02
15 1175     2.000610e+02 2.836685e+02
15 1176     2.015540e+02 2.861568e+02
15 1177     4.492800e+02 2.692800e+02
15 1178     3.787200e+02 2.865600e+02
15 1179     4.130612e+02 1.916007e+02
15 1180     1.990656e+02 2.592000e+02
15 1181     4.075200e+02 1.742400e+02
15 1182     3.620000e+02 2.430000e+02
15 1183     3.612000e+02 2.436000e+02
15 1184     3.404160e+02 2.315520e+02
15 1187     3.930000e+02 1.850000e+02
15 1188     2.314138e+02 1.891123e+02
15 1208     8.700000e+01 1.410000e+02
15 1218     1.656000e+02 3.204000e+02
15 1221     1.308000e+02 1.896000e+02
15 1222     1.296000e+02 1.900800e+02
15 1223     3.657831e+02 8.957953e+01
15 1224     2.299208e+02 1.881170e+02
15 1225     1.590000e+02 1.460000e+02
15 1226     2.816640e+02 1.244160e+02
15 1227     3.048000e+02 1.212000e+02
15 1228     1.194394e+02 9.256552e+01
15 1260     1.630000e+02 2.050000e+02
15 1284     7.166363e+01 2.400732e+02
15 1363     1.617408e+02 1.555200e+02
15 1381     1.800000e+02 1.900000e+02
15 1643     7.257600e+01 1.797120e+02
15 2148     4.680000e+01 3.096000e+02
15 2367     1.627200e+02 2.044800e+02
15 2373     1.105920e+02 1.503360e+02
15 2390     1.252800e+02 2.376000e+02
15 2531     2.329068e+02 2.042413e+02
15 2571     6.400000e+01 1.870000e+02
15 2669     3.412800e+02 2.318400e+02
15 2691     1.270000e+02 2.400000e+02
15 2692     1.244160e+02 2.363904e+02
15 2704     5.112000e+02 2.750400e+02
15 2713     5.440000e+02 2.260000e+02
15 2720     4.920000e+02 3.480000e+02
15 2749     5.486400e+02 2.563200e+02
15 2781     1.928448e+02 2.737152e+02
15 2782     5.772000e+02 3.528000e+02
15 2783     1.238400e+02 1.800000e+02
15 2850     3.084000e+02 1.980000e+02
16 19     4.335650e+02 4.048995e+02
16 40     4.176000e+02 3.240000e+02
16 43     1.797120e+02 3.715201e+02
16 57     3.265920e+02 4.199041e+02
16 59     4.188000e+02 3.228000e+02
16 65     4.997377e+02 3.628801e+02
16 68     4.980623e+02 3.619013e+02
16 79     5.310000e+02 3.030000e+02
16 183     3.540000e+02 2.060000e+02
16 522     3.576960e+02 2.471040e+02
16 581     3.869836e+02 1.970750e+02
16 585     3.335040e+02 2.764800e+02
16 600     9.316272e+01 3.404023e+02
16 604     8.241318e+01 2.902377e+02
16 607     4.802458e+02 2.886452e+02
16 617     4.694400e+02 4.060800e+02
16 618     4.665601e+02 4.060800e+02
16 619     4.727809e+02 3.815424e+02
16 635     2.980000e+02 4.590000e+02
16 639     3.720000e+02 4.056000e+02
16 640     3.715200e+02 4.046400e+02
16 641     4.924800e+02 4.392000e+02
16 642     3.420000e+02 3.930000e+02
16 643     4.658136e+02 4.060939e+02
16 644     2.808000e+02 3.756000e+02
16 645     3.312000e+02 3.828000e+02
16 647     3.317761e+02 3.815424e+02
16 648     5.673600e+02 3.988800e+02
16 651     1.318810e+02 2.339021e+02
16 665     1.169511e+02 1.990656e+02
16 670     5.673370e+02 3.981313e+02
16 673     4.304794e+02 2.886452e+02
16 674     3.270000e+02 3.440000e+02
16 675     5.304960e+02 3.784320e+02
16 680     3.715201e+02 4.043521e+02
16 682     3.815424e+02 3.939841e+02
16 685     2.102400e+02 3.441600e+02
16 686     1.929600e+02 3.340800e+02
16 687     2.112000e+02 3.456000e+02
16 688     1.393459e+02 3.458765e+02
16 691     4.976641e+02 3.646080e+02
16 700     2.350000e+02 4.580000e+02
16 701     3.276288e+02 4.188672e+02
16 702     4.926874e+02 3.971360e+02
16 705     5.299200e+02 3.772800e+02
16 707     5.308417e+02 3.753217e+02
16 718     1.660000e+02 4.000000e+02
16 739     2.508227e+02 3.493602e+02
16 741     2.120049e+02 3.702621e+02
16 750     4.993921e+02 3.214080e+02
16 765     2.764800e+02 2.211840e+02
16 772     1.451520e+02 2.108160e+02
16 775     4.997377e+02 2.384640e+02
16 792     3.836161e+02 3.317761e+02
16 798     3.084000e+02 2.820000e+02
16 806     2.115072e+02 3.682714e+02
16 807     1.157760e+02 4.354561e+02
16 814     2.090189e+02 2.139955e+02
16 833     8.062158e+01 2.896405e+02
16 850     4.055962e+02 3.757364e+02
16 866     3.268800e+02 4.190400e+02
16 884     1.552712e+02 2.120049e+02
16 885     1.464000e+02 2.112000e+02
16 890     3.822060e+02 3.314443e+02
16 893     6.912001e+01 4.440960e+02
16 896     5.170000e+02 4.170000e+02
16 897     4.269958e+02 2.747106e+02
16 900     3.490560e+02 4.285440e+02
16 904     5.000000e+02 3.640000e+02
16 905     3.009600e+02 4.334400e+02
16 907     3.110400e+02 4.205262e+02
16 911     4.416000e+02 3.828000e+02
16 924     1.040000e+02 3.920000e+02
16 926     5.304000e+02 3.780000e+02
16 927     1.440000e+02 3.480000e+02
16 928     1.440000e+02 3.484800e+02
16 929     2.269348e+02 2.896405e+02
16 930     2.209629e+02 2.717246e+02
16 931     4.980623e+02 3.189032e+02
16 933     4.363200e+02 2.433600e+02
16 934     3.851920e+02 2.000610e+02
16 936     1.658880e+02 2.737152e+02
16 939     4.147201e+02 3.670273e+02
16 952     1.373553e+02 3.463742e+02
16 954     2.184000e+02 2.472000e+02
16 955     4.651200e+02 2.275200e+02
16 956     9.480000e+01 3.420000e+02
16 962     3.085517e+02 2.463437e+02
16 964     2.985985e+02 2.120049e+02
16 965     1.451520e+02 2.937600e+02
16 972     2.505600e+02 3.484800e+02
16 980     3.096000e+02 2.462400e+02
16 999     3.300000e+02 3.020000e+02
16 1008     3.105424e+02 2.448507e+02
16 1011     4.285440e+02 2.626560e+02
16 1012     3.836160e+02 2.021760e+02
16 1019     2.304000e+02 1.843200e+02
16 1020     3.528000e+02 2.076000e+02
16 1027     4.284000e+02 3.096000e+02
16 1029     2.410000e+02 2.990000e+02
16 1030     1.065600e+02 2.707200e+02
16 1031     1.320000e+02 2.290000e+02
16 1032     3.902400e+02 2.318400e+02
16 1035     5.661427e+02 2.974041e+02
16 1036     3.856897e+02 2.011392e+02
16 1037     2.750000e+02 2.180000e+02
16 1038     3.542400e+02 2.367360e+02
16 1039     2.275200e+02 1.929600e+02
16 1041     2.314138e+02 1.816474e+02
16 1044     1.325777e+02 2.364900e+02
16 1045     1.310400e+02 2.304000e+02
16 1046     6.808045e+01 2.400732e+02
16 1048     1.783296e+02 3.048192e+02
16 1050     2.229120e+02 2.799360e+02
16 1051     4.284000e+02 2.628000e+02
16 1053     1.656000e+02 2.760000e+02
16 1055     3.585600e+02 2.448000e+02
16 1056     1.306368e+02 2.322432e+02
16 1059     2.125440e+02 2.108160e+02
16 1061     3.045704e+02 1.719927e+02
16 1063     1.612432e+02 1.146618e+02
16 1089     8.200000e+01 2.910000e+02
16 1120     9.853749e+01 2.000610e+02
16 1174     2.198016e+02 3.732480e+02
16 1176     2.149909e+02 3.374163e+02
16 1178     3.818880e+02 3.335040e+02
16 1183     3.620000e+02 2.940000e+02
16 1185     3.330000e+02 2.750000e+02
16 1186     3.326400e+02 2.764800e+02
